Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,Target
35,EMP_1,GRA_1,300000,3,0,FRE_1,EVE_0,1
31,EMP_1,GRA_0,300000,7,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1132389,3,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,943832,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,344120,5,0,FRE_1,EVE_0,1
32,EMP_0,GRA_0,648314,7,0,FRE_1,EVE_1,1
27,EMP_1,GRA_0,1127437,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1007203,5,0,FRE_0,EVE_0,1
26,EMP_0,GRA_0,1357097,5,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1656744,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1706900,6,1,FRE_1,EVE_0,1
29,EMP_1,GRA_0,1221199,5,0,FRE_1,EVE_0,1
31,EMP_1,GRA_0,942045,4,0,FRE_1,EVE_0,1
29,EMP_0,GRA_0,788038,2,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1702872,3,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1308755,5,0,FRE_0,EVE_0,1
28,EMP_0,GRA_0,1078456,3,0,FRE_1,EVE_0,1
27,EMP_1,GRA_0,1053867,5,1,FRE_0,EVE_0,1
31,EMP_1,GRA_1,1583576,4,0,FRE_0,EVE_0,1
29,EMP_1,GRA_1,715120,5,1,FRE_0,EVE_0,1
32,EMP_1,GRA_1,355430,6,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,658991,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1231477,4,0,FRE_0,EVE_1,1
35,EMP_0,GRA_0,1514955,2,0,FRE_1,EVE_0,1
27,EMP_0,GRA_0,1031273,5,0,FRE_1,EVE_0,1
35,EMP_0,GRA_1,1510002,2,0,FRE_0,EVE_1,1
29,EMP_1,GRA_1,1697348,5,0,FRE_1,EVE_1,1
29,EMP_1,GRA_0,844488,6,0,FRE_0,EVE_1,1
25,EMP_1,GRA_1,1046491,7,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,1800000,5,1,FRE_0,EVE_0,1
35,EMP_0,GRA_0,1616701,7,1,FRE_0,EVE_1,1
29,EMP_1,GRA_0,631273,3,1,FRE_1,EVE_0,1
28,EMP_0,GRA_0,300000,3,0,FRE_0,EVE_0,1
31,EMP_1,GRA_0,1703146,2,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1016118,4,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1001558,4,1,FRE_0,EVE_0,1
26,EMP_0,GRA_0,920660,7,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,651100,8,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,756308,4,1,FRE_0,EVE_1,1
33,EMP_0,GRA_1,1575074,4,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,300000,3,0,FRE_0,EVE_0,1
29,EMP_0,GRA_0,1657948,4,1,FRE_0,EVE_0,1
29,EMP_0,GRA_0,385590,4,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1418842,5,0,FRE_0,EVE_1,1
28,EMP_0,GRA_1,350218,6,0,FRE_0,EVE_0,1
31,EMP_0,GRA_0,466052,3,1,FRE_0,EVE_0,1
27,EMP_0,GRA_0,413095,3,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1158447,4,1,FRE_1,EVE_0,1
28,EMP_1,GRA_0,940675,6,0,FRE_0,EVE_0,1
29,EMP_0,GRA_0,969747,4,0,FRE_0,EVE_0,1
27,EMP_0,GRA_1,1700122,9,0,FRE_0,EVE_1,1
33,EMP_1,GRA_1,575265,2,1,FRE_0,EVE_0,1
32,EMP_0,GRA_1,573830,3,1,FRE_1,EVE_1,1
30,EMP_1,GRA_0,1025142,3,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1141313,8,1,FRE_1,EVE_0,1
33,EMP_1,GRA_0,1210983,3,0,FRE_1,EVE_1,1
25,EMP_1,GRA_0,1654591,6,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,475705,3,0,FRE_0,EVE_0,1
29,EMP_1,GRA_1,484749,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_1,320337,6,1,FRE_0,EVE_1,1
27,EMP_1,GRA_0,1146087,9,0,FRE_0,EVE_0,1
26,EMP_0,GRA_0,1048923,4,1,FRE_1,EVE_0,1
28,EMP_1,GRA_0,691596,4,0,FRE_1,EVE_1,1
32,EMP_1,GRA_0,975929,5,1,FRE_1,EVE_0,1
28,EMP_0,GRA_1,1312525,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1499472,6,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,1680597,2,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1255421,6,1,FRE_0,EVE_1,1
26,EMP_1,GRA_0,934157,5,0,FRE_1,EVE_0,1
27,EMP_1,GRA_0,1081420,4,1,FRE_1,EVE_0,1
29,EMP_0,GRA_0,1639190,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1616385,6,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,880183,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,846654,8,0,FRE_0,EVE_0,1
27,EMP_0,GRA_0,979692,3,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1080031,4,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,877836,6,1,FRE_1,EVE_0,1
29,EMP_1,GRA_0,738857,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1626849,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1041670,3,0,FRE_0,EVE_0,1
25,EMP_1,GRA_1,1301516,6,0,FRE_1,EVE_0,1
25,EMP_0,GRA_0,948948,6,1,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1800000,7,0,FRE_0,EVE_0,1
27,EMP_0,GRA_0,1800000,4,0,FRE_1,EVE_0,1
35,EMP_1,GRA_0,1404480,7,0,FRE_1,EVE_0,1
35,EMP_1,GRA_1,665537,5,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,1335154,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,800699,5,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,457547,4,0,FRE_0,EVE_1,1
28,EMP_0,GRA_0,1547958,6,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,380892,5,0,FRE_0,EVE_0,1
31,EMP_1,GRA_0,915896,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,744415,7,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,562069,9,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,642557,5,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1358630,6,0,FRE_0,EVE_0,1
27,EMP_0,GRA_0,1724210,5,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,1288631,5,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1662897,3,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1800000,3,1,FRE_0,EVE_0,1
33,EMP_0,GRA_0,583848,5,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,305155,6,0,FRE_0,EVE_0,1
26,EMP_0,GRA_0,1031971,3,1,FRE_0,EVE_0,1
25,EMP_0,GRA_0,659045,6,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1459996,4,0,FRE_0,EVE_1,1
28,EMP_1,GRA_1,496721,9,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,929066,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1800000,6,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,580815,6,1,FRE_0,EVE_0,1
26,EMP_1,GRA_0,309441,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1776774,7,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,895131,8,1,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1363911,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,740307,4,0,FRE_0,EVE_1,1
31,EMP_1,GRA_0,613094,5,0,FRE_1,EVE_1,1
32,EMP_1,GRA_0,359600,3,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1135801,9,0,FRE_1,EVE_1,1
32,EMP_0,GRA_0,1740640,3,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,500074,3,0,FRE_0,EVE_1,1
31,EMP_1,GRA_0,883615,2,0,FRE_1,EVE_0,1
25,EMP_0,GRA_1,981366,6,0,FRE_0,EVE_0,1
29,EMP_1,GRA_1,1386951,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,1019031,6,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1143379,7,0,FRE_0,EVE_0,1
35,EMP_0,GRA_0,877549,7,1,FRE_0,EVE_0,1
35,EMP_1,GRA_0,768253,9,1,FRE_1,EVE_0,1
35,EMP_1,GRA_0,1574244,6,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,853415,3,1,FRE_0,EVE_0,1
34,EMP_0,GRA_0,540502,4,0,FRE_1,EVE_0,1
33,EMP_1,GRA_1,1554215,7,1,FRE_1,EVE_0,1
26,EMP_1,GRA_1,598673,3,1,FRE_0,EVE_1,1
28,EMP_1,GRA_0,1374748,5,1,FRE_1,EVE_1,1
29,EMP_1,GRA_0,1192719,3,0,FRE_1,EVE_0,1
27,EMP_1,GRA_1,935584,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,1513602,4,0,FRE_0,EVE_0,1
30,EMP_0,GRA_1,640623,9,1,FRE_1,EVE_0,1
35,EMP_1,GRA_1,1564062,6,1,FRE_0,EVE_1,1
28,EMP_1,GRA_0,1800000,7,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,1259852,6,0,FRE_0,EVE_0,1
26,EMP_0,GRA_0,1393260,6,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,300000,9,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,929881,7,0,FRE_1,EVE_0,1
26,EMP_1,GRA_0,602273,4,1,FRE_1,EVE_1,1
35,EMP_0,GRA_1,300000,5,0,FRE_1,EVE_0,1
28,EMP_0,GRA_0,344169,6,0,FRE_1,EVE_0,1
27,EMP_1,GRA_0,1221655,7,0,FRE_0,EVE_0,1
34,EMP_1,GRA_1,942644,8,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,300000,5,0,FRE_1,EVE_0,1
30,EMP_1,GRA_1,868557,5,1,FRE_0,EVE_1,1
34,EMP_1,GRA_0,755496,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,932099,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,1251584,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1549396,5,0,FRE_0,EVE_0,1
31,EMP_1,GRA_0,906540,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1396278,4,0,FRE_1,EVE_0,1
31,EMP_1,GRA_0,908571,3,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1270652,8,0,FRE_1,EVE_1,1
29,EMP_0,GRA_0,1800000,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,874254,3,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1049087,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,1412292,6,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,526025,3,0,FRE_0,EVE_1,1
30,EMP_1,GRA_0,920738,4,0,FRE_0,EVE_0,1
28,EMP_0,GRA_0,1296490,5,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,828657,4,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1595105,9,0,FRE_1,EVE_0,1
27,EMP_1,GRA_0,303504,7,1,FRE_1,EVE_0,1
31,EMP_1,GRA_0,735208,4,0,FRE_1,EVE_0,1
26,EMP_1,GRA_0,819519,4,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1067808,4,0,FRE_0,EVE_0,1
29,EMP_0,GRA_0,523488,4,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,929355,2,0,FRE_0,EVE_0,1
28,EMP_0,GRA_0,913719,7,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,549600,6,0,FRE_1,EVE_0,1
27,EMP_1,GRA_0,1124808,4,0,FRE_1,EVE_0,1
25,EMP_1,GRA_0,395147,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1800000,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,909678,7,0,FRE_0,EVE_0,1
27,EMP_0,GRA_0,973303,3,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,1118159,6,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,988899,5,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,719193,6,1,FRE_1,EVE_1,1
30,EMP_0,GRA_0,931827,4,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,788620,7,0,FRE_0,EVE_0,1
30,EMP_1,GRA_0,1012573,5,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,300000,6,0,FRE_0,EVE_0,1
25,EMP_0,GRA_0,752392,5,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1787355,4,0,FRE_1,EVE_0,1
28,EMP_0,GRA_0,1449945,6,1,FRE_0,EVE_0,1
31,EMP_1,GRA_1,893186,3,0,FRE_1,EVE_0,1
25,EMP_0,GRA_0,599149,5,1,FRE_1,EVE_0,1
28,EMP_1,GRA_1,834618,6,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,522334,2,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,984160,4,0,FRE_1,EVE_0,1
28,EMP_0,GRA_0,1800000,7,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1618451,2,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1661167,6,1,FRE_0,EVE_0,1
32,EMP_1,GRA_1,1032350,5,0,FRE_0,EVE_1,1
29,EMP_1,GRA_1,1146799,6,0,FRE_1,EVE_0,1
35,EMP_1,GRA_0,1026815,3,0,FRE_1,EVE_0,1
34,EMP_1,GRA_0,935095,4,1,FRE_0,EVE_0,1
34,EMP_0,GRA_0,540440,5,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,601662,5,1,FRE_0,EVE_0,1
30,EMP_1,GRA_0,1160635,7,0,FRE_1,EVE_0,1
33,EMP_0,GRA_0,993039,3,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,806579,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,577718,6,0,FRE_1,EVE_1,1
28,EMP_1,GRA_0,657032,6,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,1028266,3,0,FRE_0,EVE_0,1
35,EMP_1,GRA_1,1272108,7,1,FRE_0,EVE_0,1
29,EMP_0,GRA_0,722792,5,0,FRE_0,EVE_0,1
31,EMP_0,GRA_1,587488,5,0,FRE_0,EVE_0,1
34,EMP_0,GRA_0,1085325,5,0,FRE_0,EVE_1,1
29,EMP_0,GRA_0,848990,6,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,431704,4,0,FRE_1,EVE_0,1
28,EMP_1,GRA_1,1800000,6,1,FRE_1,EVE_0,1
28,EMP_0,GRA_0,1058710,4,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,487765,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_1,1203059,5,0,FRE_0,EVE_0,1
25,EMP_0,GRA_0,664514,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,750271,8,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,1796781,7,0,FRE_0,EVE_1,1
32,EMP_1,GRA_0,1581325,4,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,1046304,3,0,FRE_0,EVE_0,1
28,EMP_0,GRA_0,825115,6,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1207688,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_1,837055,6,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,664654,7,0,FRE_1,EVE_0,1
32,EMP_1,GRA_1,1534250,6,0,FRE_0,EVE_0,1
27,EMP_0,GRA_1,1196332,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,736467,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,734033,5,0,FRE_0,EVE_1,1
27,EMP_0,GRA_0,1065269,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,1555953,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,300000,4,0,FRE_1,EVE_1,1
28,EMP_1,GRA_0,1192610,8,0,FRE_1,EVE_0,1
26,EMP_1,GRA_0,762925,6,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1577613,8,0,FRE_0,EVE_0,1
30,EMP_1,GRA_0,1457661,6,0,FRE_0,EVE_0,1
32,EMP_1,GRA_1,889678,4,0,FRE_1,EVE_0,1
35,EMP_1,GRA_0,1604725,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_1,422725,3,1,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1019085,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_1,942826,3,0,FRE_1,EVE_0,1
26,EMP_1,GRA_0,978321,3,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,722020,5,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,733130,3,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1022724,3,0,FRE_0,EVE_0,1
28,EMP_0,GRA_0,300000,6,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1319038,3,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1102651,6,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,1353297,4,1,FRE_0,EVE_0,1
35,EMP_0,GRA_0,965819,5,0,FRE_1,EVE_0,1
30,EMP_1,GRA_0,764916,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,658741,3,0,FRE_0,EVE_1,1
28,EMP_0,GRA_1,797434,8,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,372292,8,0,FRE_0,EVE_0,1
35,EMP_0,GRA_0,1057406,3,0,FRE_0,EVE_0,1
31,EMP_1,GRA_0,622249,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,666292,6,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1800000,5,0,FRE_1,EVE_1,1
25,EMP_0,GRA_0,1631286,8,0,FRE_0,EVE_0,1
29,EMP_1,GRA_1,978730,5,0,FRE_1,EVE_0,1
30,EMP_1,GRA_0,1274814,5,0,FRE_1,EVE_0,1
31,EMP_0,GRA_0,1304576,6,0,FRE_0,EVE_0,1
30,EMP_1,GRA_0,709815,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1637634,4,0,FRE_0,EVE_0,1
34,EMP_0,GRA_0,759588,7,1,FRE_1,EVE_0,1
29,EMP_0,GRA_0,1014092,4,0,FRE_0,EVE_0,1
30,EMP_1,GRA_0,1051033,9,0,FRE_0,EVE_1,1
27,EMP_0,GRA_0,601741,3,1,FRE_0,EVE_0,1
26,EMP_0,GRA_0,1673984,5,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1135415,3,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1378938,3,1,FRE_0,EVE_0,1
26,EMP_0,GRA_1,402474,9,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,1282744,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,677248,5,0,FRE_1,EVE_1,1
35,EMP_0,GRA_0,1190709,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,975879,4,1,FRE_0,EVE_1,1
27,EMP_1,GRA_0,1800000,7,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1273533,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,811971,4,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1081581,3,1,FRE_0,EVE_0,1
25,EMP_1,GRA_0,913675,4,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1154584,5,1,FRE_1,EVE_0,1
29,EMP_1,GRA_1,300000,6,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,803894,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1174654,6,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,323236,6,0,FRE_0,EVE_1,1
28,EMP_0,GRA_0,351353,5,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1016452,5,1,FRE_0,EVE_0,1
29,EMP_1,GRA_1,993349,9,0,FRE_1,EVE_0,1
26,EMP_1,GRA_0,1800000,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,673988,6,0,FRE_1,EVE_1,1
27,EMP_0,GRA_0,846945,5,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1175276,2,0,FRE_0,EVE_1,1
26,EMP_1,GRA_1,972801,6,1,FRE_0,EVE_1,1
35,EMP_1,GRA_0,1561422,5,1,FRE_1,EVE_1,1
26,EMP_0,GRA_0,831427,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,1273524,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1160335,4,1,FRE_0,EVE_0,1
27,EMP_0,GRA_0,300000,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_1,865723,3,0,FRE_1,EVE_1,1
29,EMP_1,GRA_0,1431462,4,0,FRE_1,EVE_1,1
25,EMP_1,GRA_0,446954,6,0,FRE_0,EVE_0,1
29,EMP_0,GRA_0,1145963,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,588717,5,0,FRE_0,EVE_0,1
27,EMP_0,GRA_0,1186496,3,1,FRE_0,EVE_0,1
32,EMP_1,GRA_1,1762908,2,0,FRE_0,EVE_1,1
29,EMP_0,GRA_0,504861,5,0,FRE_0,EVE_0,1
31,EMP_1,GRA_0,842784,5,1,FRE_0,EVE_0,1
25,EMP_1,GRA_0,324618,4,0,FRE_1,EVE_0,1
33,EMP_1,GRA_0,1800000,5,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,1445889,5,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,383477,4,0,FRE_0,EVE_0,1
34,EMP_0,GRA_0,828593,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,993305,5,0,FRE_0,EVE_0,1
35,EMP_0,GRA_1,300000,5,0,FRE_0,EVE_0,1
34,EMP_0,GRA_0,1100836,7,1,FRE_1,EVE_0,1
26,EMP_1,GRA_0,1469261,7,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1494780,6,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,773376,6,0,FRE_0,EVE_0,1
35,EMP_1,GRA_1,1431063,4,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,656448,3,0,FRE_1,EVE_1,1
28,EMP_0,GRA_0,962774,5,0,FRE_0,EVE_0,1
31,EMP_0,GRA_1,1765947,5,0,FRE_0,EVE_0,1
29,EMP_0,GRA_1,300000,4,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,1350386,4,0,FRE_1,EVE_0,1
27,EMP_1,GRA_0,1256767,3,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1238606,2,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,828916,6,0,FRE_0,EVE_0,1
28,EMP_0,GRA_0,1162708,6,0,FRE_1,EVE_0,1
26,EMP_1,GRA_0,1552702,2,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,958052,6,1,FRE_1,EVE_0,1
26,EMP_0,GRA_1,418592,7,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1427720,4,1,FRE_0,EVE_0,1
30,EMP_0,GRA_1,1009554,6,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1318446,2,0,FRE_0,EVE_0,1
27,EMP_1,GRA_1,1062916,3,0,FRE_1,EVE_1,1
27,EMP_1,GRA_0,1130079,5,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,652071,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,595862,6,1,FRE_1,EVE_0,1
32,EMP_1,GRA_0,641892,2,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,1208713,7,0,FRE_0,EVE_0,1
28,EMP_0,GRA_0,1537775,4,0,FRE_0,EVE_0,1
31,EMP_0,GRA_0,1572670,4,1,FRE_0,EVE_0,1
33,EMP_0,GRA_0,968141,5,0,FRE_0,EVE_0,1
34,EMP_0,GRA_0,935521,6,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,779586,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1347946,2,0,FRE_1,EVE_1,1
27,EMP_1,GRA_0,765804,5,1,FRE_0,EVE_0,1
