Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,Target
27,EMP_1,GRA_0,1315193,3,0,FRE_0,EVE_1,1
31,EMP_1,GRA_0,301284,3,0,FRE_0,EVE_0,1
28,EMP_0,GRA_0,1353878,6,0,FRE_1,EVE_1,1
29,EMP_1,GRA_0,1755980,5,0,FRE_1,EVE_0,1
27,EMP_1,GRA_0,1214167,5,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,1616245,4,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,1769496,8,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,300000,3,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,1800000,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1476197,3,0,FRE_0,EVE_0,1
29,EMP_0,GRA_0,1394866,8,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1011539,4,0,FRE_1,EVE_0,1
26,EMP_0,GRA_0,1148682,7,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,388343,2,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1577229,4,0,FRE_0,EVE_0,1
30,EMP_0,GRA_0,433874,6,1,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1795856,5,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1265258,5,0,FRE_0,EVE_0,1
30,EMP_0,GRA_0,300000,7,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,754566,3,0,FRE_0,EVE_0,1
25,EMP_1,GRA_1,300000,9,1,FRE_0,EVE_0,1
34,EMP_1,GRA_1,984215,6,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,957188,5,0,FRE_0,EVE_1,1
26,EMP_0,GRA_0,1406940,6,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1162800,5,1,FRE_1,EVE_0,1
29,EMP_1,GRA_0,300000,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1728724,4,1,FRE_1,EVE_0,1
28,EMP_0,GRA_0,898908,6,1,FRE_0,EVE_0,1
26,EMP_0,GRA_0,1800000,5,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,813581,3,0,FRE_0,EVE_0,1
35,EMP_1,GRA_1,1714736,5,1,FRE_0,EVE_1,1
35,EMP_1,GRA_0,1800000,6,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,735205,6,1,FRE_1,EVE_0,1
34,EMP_1,GRA_0,1033361,9,0,FRE_1,EVE_0,1
29,EMP_0,GRA_0,608898,5,0,FRE_0,EVE_0,1
27,EMP_0,GRA_0,766502,3,0,FRE_0,EVE_1,1
30,EMP_1,GRA_1,900151,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,836279,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_1,1766008,3,1,FRE_0,EVE_0,1
35,EMP_0,GRA_0,354639,6,0,FRE_1,EVE_1,1
27,EMP_1,GRA_0,803507,4,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,327477,7,0,FRE_0,EVE_0,1
28,EMP_0,GRA_0,300000,6,0,FRE_0,EVE_0,1
35,EMP_0,GRA_0,359311,3,1,FRE_0,EVE_0,1
28,EMP_0,GRA_0,1449243,6,0,FRE_1,EVE_0,1
31,EMP_0,GRA_0,1028132,2,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,356760,6,0,FRE_1,EVE_0,1
34,EMP_1,GRA_0,734374,2,0,FRE_1,EVE_1,1
29,EMP_1,GRA_1,386345,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1224062,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,576755,6,0,FRE_1,EVE_0,1
34,EMP_1,GRA_0,1800000,5,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,895723,9,0,FRE_0,EVE_1,1
35,EMP_1,GRA_0,707410,6,1,FRE_1,EVE_0,1
33,EMP_1,GRA_1,1504940,3,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,778429,6,0,FRE_1,EVE_0,1
30,EMP_1,GRA_1,1181989,6,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1800000,4,1,FRE_1,EVE_0,1
34,EMP_1,GRA_0,1290598,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1520918,6,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,774544,5,1,FRE_0,EVE_0,1
30,EMP_1,GRA_0,1536057,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_1,763812,7,0,FRE_1,EVE_1,1
29,EMP_0,GRA_0,1783762,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,395467,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,309003,4,0,FRE_0,EVE_0,1
30,EMP_1,GRA_0,598888,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_1,1496883,4,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1417083,6,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1800000,7,1,FRE_1,EVE_1,1
35,EMP_1,GRA_0,1476798,5,0,FRE_0,EVE_0,1
26,EMP_0,GRA_0,693004,5,0,FRE_0,EVE_0,1
27,EMP_1,GRA_1,643558,7,0,FRE_1,EVE_1,1
30,EMP_1,GRA_0,1553089,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1006921,4,0,FRE_0,EVE_1,1
26,EMP_0,GRA_0,608997,3,0,FRE_1,EVE_1,1
26,EMP_0,GRA_0,1452470,5,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1324288,7,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,534945,5,0,FRE_1,EVE_0,1
35,EMP_1,GRA_1,1800000,4,0,FRE_0,EVE_0,1
29,EMP_0,GRA_0,1535791,5,0,FRE_0,EVE_1,1
35,EMP_1,GRA_0,1288060,5,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1446611,4,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,576903,3,1,FRE_0,EVE_0,1
26,EMP_1,GRA_1,592439,4,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,1098632,3,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,338809,9,0,FRE_1,EVE_0,1
34,EMP_1,GRA_0,740971,6,0,FRE_1,EVE_0,1
27,EMP_1,GRA_1,1236647,3,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,343090,7,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,587081,2,0,FRE_1,EVE_0,1
27,EMP_1,GRA_0,973858,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,655499,3,1,FRE_0,EVE_1,1
26,EMP_0,GRA_0,996434,4,1,FRE_0,EVE_0,1
29,EMP_1,GRA_1,1088662,5,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,391951,5,0,FRE_0,EVE_1,1
29,EMP_1,GRA_1,776938,2,0,FRE_0,EVE_0,1
30,EMP_1,GRA_1,749380,5,1,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1367872,5,1,FRE_0,EVE_0,1
29,EMP_1,GRA_1,1336064,3,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1734140,6,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,841079,4,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,476814,8,1,FRE_0,EVE_0,1
26,EMP_1,GRA_0,832229,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,300000,3,0,FRE_0,EVE_0,1
29,EMP_1,GRA_1,988082,5,1,FRE_0,EVE_0,1
28,EMP_1,GRA_0,768692,5,0,FRE_1,EVE_0,1
27,EMP_1,GRA_0,371770,5,0,FRE_1,EVE_0,1
31,EMP_0,GRA_1,983590,5,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,300000,7,0,FRE_0,EVE_0,1
29,EMP_1,GRA_1,300000,4,1,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1114768,5,1,FRE_0,EVE_0,1
29,EMP_0,GRA_1,905698,2,0,FRE_0,EVE_1,1
26,EMP_0,GRA_0,722758,5,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,461615,6,0,FRE_0,EVE_0,1
35,EMP_0,GRA_0,339990,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1056081,7,0,FRE_1,EVE_0,1
29,EMP_0,GRA_0,526588,2,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,810798,7,0,FRE_0,EVE_0,1
30,EMP_1,GRA_0,690850,3,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1515747,6,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,1764240,7,1,FRE_0,EVE_1,1
28,EMP_0,GRA_0,1706669,6,0,FRE_0,EVE_0,1
33,EMP_0,GRA_0,1789162,2,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,593561,7,0,FRE_1,EVE_0,1
33,EMP_1,GRA_0,1452883,7,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1092876,6,0,FRE_1,EVE_1,1
29,EMP_1,GRA_0,1511141,6,1,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1343619,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,767963,5,0,FRE_0,EVE_1,1
31,EMP_1,GRA_1,1575848,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,744966,5,0,FRE_0,EVE_0,1
35,EMP_0,GRA_0,1748015,6,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,728684,3,0,FRE_1,EVE_0,1
27,EMP_0,GRA_0,1487058,9,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,1073399,3,1,FRE_1,EVE_1,1
25,EMP_0,GRA_1,1045997,5,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1380437,9,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,673359,3,0,FRE_1,EVE_0,1
30,EMP_0,GRA_1,1189089,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1519388,5,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1721167,6,1,FRE_0,EVE_1,1
25,EMP_1,GRA_1,1456651,3,1,FRE_0,EVE_0,1
27,EMP_0,GRA_0,1620317,3,1,FRE_1,EVE_0,1
25,EMP_1,GRA_0,1733454,3,0,FRE_0,EVE_0,1
27,EMP_0,GRA_1,1545187,4,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,753586,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,344960,6,1,FRE_0,EVE_0,1
29,EMP_0,GRA_0,1268596,5,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,853245,4,1,FRE_0,EVE_0,1
26,EMP_1,GRA_1,430905,4,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,360947,7,1,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1166291,7,0,FRE_1,EVE_0,1
27,EMP_0,GRA_0,1188490,3,0,FRE_1,EVE_0,1
28,EMP_1,GRA_1,840625,7,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,993603,7,0,FRE_0,EVE_0,1
26,EMP_0,GRA_0,786593,5,1,FRE_0,EVE_0,1
29,EMP_1,GRA_1,884184,5,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,799729,5,1,FRE_0,EVE_0,1
27,EMP_0,GRA_0,923434,7,0,FRE_1,EVE_0,1
30,EMP_1,GRA_0,717390,5,0,FRE_0,EVE_1,1
35,EMP_1,GRA_1,1800000,5,0,FRE_1,EVE_0,1
34,EMP_1,GRA_0,610789,9,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,910975,7,0,FRE_1,EVE_0,1
34,EMP_1,GRA_0,1800000,5,1,FRE_0,EVE_0,1
25,EMP_0,GRA_0,1661665,7,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1181711,6,0,FRE_1,EVE_0,1
32,EMP_1,GRA_0,698709,2,0,FRE_1,EVE_0,1
26,EMP_1,GRA_0,677293,4,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,929083,4,1,FRE_1,EVE_1,1
28,EMP_1,GRA_0,795731,6,0,FRE_0,EVE_1,1
28,EMP_0,GRA_0,919969,5,0,FRE_0,EVE_1,1
35,EMP_0,GRA_0,1799108,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_1,1409879,6,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1800000,2,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,635801,5,0,FRE_0,EVE_1,1
25,EMP_0,GRA_0,711867,4,0,FRE_0,EVE_1,1
28,EMP_0,GRA_0,1568622,3,0,FRE_0,EVE_1,1
27,EMP_1,GRA_1,416035,6,0,FRE_1,EVE_0,1
35,EMP_1,GRA_0,300000,4,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,677904,3,0,FRE_0,EVE_1,1
28,EMP_0,GRA_0,1065471,3,0,FRE_1,EVE_1,1
25,EMP_1,GRA_0,924134,7,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,740518,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,817494,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1800000,9,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1687117,4,0,FRE_1,EVE_1,1
28,EMP_0,GRA_0,1725211,4,0,FRE_1,EVE_0,1
26,EMP_1,GRA_0,1139581,3,0,FRE_1,EVE_0,1
25,EMP_1,GRA_0,1090662,5,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1147395,4,1,FRE_0,EVE_0,1
33,EMP_0,GRA_0,1800000,4,0,FRE_0,EVE_0,1
31,EMP_1,GRA_0,874492,3,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,877901,7,0,FRE_0,EVE_0,1
29,EMP_0,GRA_0,1037768,2,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,618294,2,0,FRE_1,EVE_1,1
30,EMP_0,GRA_0,843333,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_1,715916,3,0,FRE_0,EVE_1,1
30,EMP_1,GRA_0,480959,7,0,FRE_1,EVE_0,1
35,EMP_1,GRA_0,856168,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,984517,4,0,FRE_1,EVE_1,1
26,EMP_0,GRA_0,864284,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,779541,5,1,FRE_1,EVE_0,1
35,EMP_0,GRA_0,757571,3,1,FRE_1,EVE_0,1
35,EMP_1,GRA_0,985590,5,1,FRE_0,EVE_0,1
32,EMP_1,GRA_0,349068,3,0,FRE_0,EVE_0,1
29,EMP_1,GRA_1,1069428,5,0,FRE_1,EVE_0,1
27,EMP_1,GRA_0,1178343,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1150207,2,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,785079,7,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1200127,8,0,FRE_1,EVE_0,1
27,EMP_1,GRA_1,1160600,2,0,FRE_0,EVE_0,1
27,EMP_0,GRA_1,954221,3,1,FRE_0,EVE_1,1
29,EMP_1,GRA_0,1591060,4,0,FRE_1,EVE_1,1
28,EMP_1,GRA_0,1733793,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1738304,7,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,876889,5,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,932744,3,0,FRE_0,EVE_1,1
27,EMP_0,GRA_0,391111,8,0,FRE_0,EVE_1,1
35,EMP_1,GRA_0,1800000,7,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,381778,4,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,1800000,4,1,FRE_0,EVE_1,1
29,EMP_1,GRA_1,900842,5,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1339648,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,896928,6,0,FRE_0,EVE_0,1
30,EMP_0,GRA_1,1110631,5,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1800000,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1800000,7,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,973481,4,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1503846,4,0,FRE_1,EVE_1,1
32,EMP_0,GRA_0,1800000,9,0,FRE_1,EVE_0,1
29,EMP_1,GRA_1,613371,6,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1581514,3,1,FRE_1,EVE_0,1
28,EMP_1,GRA_1,630605,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_1,1036032,2,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,868270,6,0,FRE_1,EVE_0,1
29,EMP_1,GRA_1,1588463,6,0,FRE_1,EVE_1,1
28,EMP_1,GRA_0,747076,4,0,FRE_1,EVE_0,1
33,EMP_0,GRA_0,1312469,6,1,FRE_0,EVE_0,1
30,EMP_1,GRA_0,1374418,4,0,FRE_0,EVE_1,1
35,EMP_0,GRA_0,1728127,5,0,FRE_1,EVE_0,1
32,EMP_1,GRA_0,1724773,6,0,FRE_0,EVE_0,1
25,EMP_1,GRA_1,1150316,4,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,654140,5,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1040863,6,0,FRE_1,EVE_0,1
27,EMP_1,GRA_0,1690902,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_1,632298,3,0,FRE_0,EVE_1,1
29,EMP_1,GRA_0,1624124,7,1,FRE_1,EVE_1,1
27,EMP_1,GRA_0,1043245,6,1,FRE_0,EVE_0,1
25,EMP_0,GRA_0,820215,5,1,FRE_0,EVE_0,1
28,EMP_0,GRA_1,1458744,6,0,FRE_0,EVE_1,1
31,EMP_0,GRA_0,352218,5,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,971394,6,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,858969,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,580340,3,0,FRE_1,EVE_1,1
27,EMP_1,GRA_0,1387817,8,1,FRE_0,EVE_0,1
34,EMP_0,GRA_1,1357883,7,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1779380,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,976182,4,0,FRE_1,EVE_1,1
32,EMP_0,GRA_0,300000,2,0,FRE_0,EVE_1,1
28,EMP_0,GRA_0,313415,2,0,FRE_1,EVE_0,1
25,EMP_0,GRA_0,300000,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,300000,7,1,FRE_1,EVE_0,1
29,EMP_0,GRA_0,796745,5,1,FRE_0,EVE_0,1
33,EMP_0,GRA_1,1273267,5,0,FRE_1,EVE_0,1
26,EMP_1,GRA_0,1746061,2,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1584511,7,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,1104671,4,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,931419,5,1,FRE_1,EVE_0,1
26,EMP_0,GRA_0,645858,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,782984,3,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,638752,5,1,FRE_1,EVE_1,1
25,EMP_1,GRA_1,1227556,7,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,635468,5,0,FRE_1,EVE_0,1
30,EMP_1,GRA_1,1015578,3,0,FRE_0,EVE_1,1
28,EMP_0,GRA_0,1443513,6,1,FRE_1,EVE_0,1
34,EMP_1,GRA_0,463402,6,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,1666301,6,0,FRE_1,EVE_0,1
27,EMP_0,GRA_1,1135880,5,0,FRE_0,EVE_1,1
28,EMP_1,GRA_1,444198,3,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1625488,4,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,1241095,4,1,FRE_0,EVE_0,1
25,EMP_1,GRA_1,1773683,5,0,FRE_0,EVE_0,1
35,EMP_0,GRA_0,752946,5,0,FRE_0,EVE_0,1
31,EMP_0,GRA_0,413181,7,0,FRE_0,EVE_1,1
29,EMP_0,GRA_0,691965,5,0,FRE_0,EVE_0,1
29,EMP_0,GRA_0,571596,5,1,FRE_1,EVE_1,1
28,EMP_1,GRA_0,728132,6,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,1037143,7,1,FRE_0,EVE_1,1
27,EMP_1,GRA_0,1347789,5,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,1314435,4,1,FRE_0,EVE_0,1
26,EMP_1,GRA_0,322296,4,0,FRE_0,EVE_1,1
31,EMP_0,GRA_1,637542,8,0,FRE_1,EVE_0,1
34,EMP_0,GRA_0,1034226,3,1,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1381684,4,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,547324,3,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,912546,7,0,FRE_1,EVE_1,1
28,EMP_1,GRA_0,822587,6,0,FRE_0,EVE_0,1
31,EMP_0,GRA_0,1800000,5,1,FRE_0,EVE_0,1
34,EMP_1,GRA_0,443079,3,0,FRE_0,EVE_0,1
28,EMP_1,GRA_0,1301995,3,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,982866,4,0,FRE_1,EVE_0,1
32,EMP_1,GRA_0,811717,5,1,FRE_0,EVE_0,1
29,EMP_1,GRA_1,569598,5,0,FRE_1,EVE_0,1
28,EMP_1,GRA_0,383475,7,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,1164680,5,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,1706032,6,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1367683,5,0,FRE_1,EVE_1,1
29,EMP_1,GRA_0,846846,5,0,FRE_1,EVE_0,1
29,EMP_1,GRA_0,1643806,5,0,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1565164,3,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1647405,4,1,FRE_0,EVE_0,1
29,EMP_1,GRA_0,1065309,7,0,FRE_1,EVE_0,1
30,EMP_1,GRA_0,1038052,4,1,FRE_0,EVE_0,1
27,EMP_0,GRA_0,1176200,7,0,FRE_0,EVE_1,1
28,EMP_1,GRA_0,827539,6,0,FRE_0,EVE_0,1
29,EMP_0,GRA_0,1178935,4,0,FRE_0,EVE_0,1
30,EMP_1,GRA_0,1717553,4,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,520584,3,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,726674,4,1,FRE_1,EVE_0,1
25,EMP_1,GRA_0,900954,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_1,1616969,5,1,FRE_0,EVE_1,1
