Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,Target
33,EMP_1,GRA_0,1322265,3,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1255357,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1531564,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1081984,3,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1309296,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1163534,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,657710,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1463867,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1152001,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1594302,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1387023,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1481414,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1465773,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1223093,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1247096,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1367689,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1661718,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1386298,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1505584,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1527974,4,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,1497300,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1286109,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,527708,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1647427,5,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,1472994,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1615240,5,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,1276151,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1491302,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1355039,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1196860,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1343534,5,0,FRE_1,EVE_1,1
34,EMP_1,GRA_0,1617631,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1362749,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1291274,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1556033,4,0,FRE_1,EVE_1,1
34,EMP_1,GRA_0,1424951,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1520953,5,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1072449,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1376898,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1043801,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1555044,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1329009,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1017333,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1336923,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1320957,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1281570,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1441642,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1273726,5,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1442033,5,0,FRE_1,EVE_1,1
34,EMP_1,GRA_0,1160294,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1089601,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1533913,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1187586,3,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1643372,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1402034,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1290954,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1453251,5,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1468951,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1287754,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1041001,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1418544,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1249803,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1210835,3,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,1400919,4,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,1560204,3,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1492344,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,981714,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1468206,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1155026,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,996203,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1317597,5,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1611025,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1569206,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1402366,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1288657,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1410582,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1180491,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1157703,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1233276,3,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1369981,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1324808,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1427042,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1140213,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1309997,5,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1592458,5,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1680461,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1358718,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1503902,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1445286,5,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1590816,5,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1431363,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1214172,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1383841,5,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1402776,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1172890,3,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,1621051,4,0,FRE_0,EVE_0,1
32,EMP_0,GRA_0,1197119,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1282184,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1642130,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1405383,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,761781,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1387678,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1337444,5,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1369922,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1333874,3,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1470252,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1396761,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1240146,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1322316,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,764173,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1419373,3,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,1406196,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1250630,3,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1438407,5,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,924053,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1413813,3,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,1601392,4,0,FRE_1,EVE_1,1
34,EMP_1,GRA_0,1466985,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1115034,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1330216,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1121980,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1063975,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1430019,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1388376,5,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1172939,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1456032,5,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1186084,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1052691,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1354988,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1429331,5,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1527881,3,0,FRE_1,EVE_1,1
25,EMP_1,GRA_0,1408922,3,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,1657743,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1361682,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1310965,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1360145,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1359778,5,0,FRE_1,EVE_1,1
25,EMP_1,GRA_0,1424931,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1261112,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1650264,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1359440,3,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1333579,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1346375,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1323360,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1422240,5,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,1534563,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1267560,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1605361,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1424109,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1149168,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1405121,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1468386,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1539054,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1455069,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1367037,5,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1159058,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1475064,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1398913,5,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1399389,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,754521,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1475249,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1374322,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1593603,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,731288,5,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1480480,5,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,1413091,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1511854,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1456760,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1276268,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1436594,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1166165,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1664428,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1359477,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,597513,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,919862,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1493600,3,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,994127,3,0,FRE_0,EVE_1,1
32,EMP_1,GRA_0,1278961,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1681665,5,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,1116662,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1461569,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1352580,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1237254,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1467295,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1521369,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1263506,3,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1352936,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1346924,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1623635,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1495478,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1059419,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1303613,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1385299,5,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,1368413,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1649736,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1328794,5,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1605782,4,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,589124,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1245886,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1195542,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1170732,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1301251,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1223042,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1191240,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1294589,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1356374,3,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1434674,5,0,FRE_1,EVE_0,1
25,EMP_1,GRA_0,1292162,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1342783,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1179240,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1389046,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1235126,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1526350,3,0,FRE_1,EVE_1,1
32,EMP_1,GRA_0,1157202,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1151377,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1356250,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1348133,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1258842,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1390307,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1217437,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1572340,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1136614,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1087336,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1234337,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1269077,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1526476,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1438762,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,572012,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1334035,4,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1471541,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1338896,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1122840,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1340085,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1143695,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1156002,5,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1225437,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1031017,5,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1487901,5,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,1336533,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1127195,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1229578,4,0,FRE_0,EVE_0,1
