Age,Employment Type,GraduateOrNot,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,Target
34,EMP_1,GRA_0,1313376,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1402309,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,968369,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1190052,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1548025,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1743177,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1522868,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,982603,3,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1095456,3,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1463750,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1225881,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,485097,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1537366,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1315892,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1342492,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1588057,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1630163,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1066729,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1314165,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1238272,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1354255,3,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1659046,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1422923,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1336628,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1412107,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1460830,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1482449,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1159564,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1434693,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1179897,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1375326,5,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1390519,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1411986,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1326849,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1060596,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1264894,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1295050,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1717624,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1477964,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1293820,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1375432,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1408172,3,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1514761,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1287398,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1800000,5,0,FRE_1,EVE_1,1
34,EMP_1,GRA_0,1523600,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1083618,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1219425,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1371512,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1026496,5,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,1492021,3,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,1519458,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1245281,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1071353,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1388291,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1225613,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1392964,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1769088,4,0,FRE_1,EVE_1,1
34,EMP_1,GRA_0,1238071,4,0,FRE_0,EVE_0,1
32,EMP_0,GRA_0,1219083,3,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1024128,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1494623,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1600686,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1114528,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1554101,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1540401,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1312329,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1383794,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1308318,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1541467,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1473052,5,0,FRE_1,EVE_1,1
27,EMP_1,GRA_0,1271973,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1516278,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1475835,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1392340,3,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1329589,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1409438,3,0,FRE_0,EVE_1,1
32,EMP_1,GRA_0,1580175,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1531513,3,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1115089,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,818967,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1166048,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1421496,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1233473,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1421481,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1043088,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1610626,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1341310,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,720693,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1582809,3,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1575517,4,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,1405065,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1367927,3,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1257734,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1271232,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1119059,3,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1292815,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1265052,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1154647,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1411305,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1480542,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1212029,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1406923,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1338892,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1188200,3,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1372261,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1468518,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1090579,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1483757,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1048904,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1231450,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1349178,5,0,FRE_1,EVE_1,1
25,EMP_1,GRA_0,1437544,5,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,693055,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1272235,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1486560,3,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,1535102,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1180044,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1163528,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1464468,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,932514,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1251983,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1202409,3,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1294823,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1489589,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1175338,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1435909,3,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1308305,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1159546,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1464176,5,0,FRE_1,EVE_1,1
34,EMP_1,GRA_0,1390227,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1409087,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1128684,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1311567,3,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1386564,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1176723,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1541488,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1482247,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1039975,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1419017,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1507488,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1122506,3,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1603295,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1402948,5,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1334054,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1122105,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1483703,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1541202,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1453153,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1339805,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1295969,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1325038,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1460051,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1172490,3,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1427804,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1362420,3,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1309928,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1293136,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1206149,4,0,FRE_0,EVE_1,1
32,EMP_1,GRA_0,1433769,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1300392,3,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1437274,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1128727,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1455758,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1495317,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1496219,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1403829,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1294444,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1531673,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1143546,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1464943,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1217614,4,0,FRE_0,EVE_0,1
32,EMP_0,GRA_0,1320019,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1301117,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1328485,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1346573,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1386832,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,806756,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1371942,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1219569,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1131190,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,460782,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1547842,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1454601,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1126028,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1335233,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1327802,3,0,FRE_1,EVE_1,1
33,EMP_1,GRA_0,1195889,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1207577,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1509734,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1439729,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1445985,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,932488,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1278403,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1356274,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1376049,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1173863,3,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1120987,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1435842,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1360315,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1518733,3,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1276641,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1379300,4,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1510429,5,0,FRE_1,EVE_1,1
34,EMP_1,GRA_0,1313024,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1287748,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1062301,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1075068,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1362113,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1367913,4,0,FRE_1,EVE_1,1
27,EMP_1,GRA_0,1260642,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1186476,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1047217,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1339240,5,0,FRE_0,EVE_1,1
32,EMP_1,GRA_0,1252702,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1549332,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1144553,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1380137,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1198261,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1383550,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1354185,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1314597,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1448750,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1275065,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1369881,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,963643,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,572478,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1140342,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1281047,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1539768,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1223226,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1557980,4,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1530831,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1272804,3,0,FRE_0,EVE_1,1
35,EMP_1,GRA_0,1221250,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1470705,4,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1437154,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1156731,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1400743,3,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1491409,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1469766,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1371669,5,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1550164,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1411825,3,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1282542,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1423446,5,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,1423482,5,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,1454834,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1395068,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1185627,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1357765,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1194907,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1364735,4,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1660872,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1454915,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1554818,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1420479,5,0,FRE_1,EVE_1,1
26,EMP_1,GRA_0,1380876,5,0,FRE_0,EVE_0,1
35,EMP_1,GRA_0,1142932,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1416399,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1310008,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1395099,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1693650,5,0,FRE_0,EVE_0,1
32,EMP_0,GRA_0,1379023,3,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1229079,4,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1514113,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1518804,4,0,FRE_0,EVE_1,1
27,EMP_1,GRA_0,652178,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1395442,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1394288,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1146544,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1457986,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1253644,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1512583,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1177492,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1518874,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,658244,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1327022,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1465286,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1242122,5,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1425657,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1440648,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1327417,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1263456,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1048946,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1410921,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1186374,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1220034,3,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1550522,5,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1715148,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1273412,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1321252,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1414436,5,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1114214,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1099336,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1158269,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1333908,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1448127,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1648248,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1189013,4,0,FRE_0,EVE_0,1
25,EMP_1,GRA_0,1380661,5,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1385603,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1116178,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1186959,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1064714,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1182872,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1345802,5,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1091379,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1583001,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1327994,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1338086,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1328692,4,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1374195,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1275717,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1244586,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1384045,4,0,FRE_0,EVE_0,1
32,EMP_1,GRA_0,1327916,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,997876,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1435889,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1325761,3,0,FRE_0,EVE_1,1
35,EMP_1,GRA_0,1306192,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1408740,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1150232,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1295225,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1368505,5,0,FRE_0,EVE_1,1
35,EMP_1,GRA_0,1202410,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1396183,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1212572,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1241763,4,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1289762,5,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1429953,5,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1192014,4,0,FRE_0,EVE_0,1
27,EMP_1,GRA_0,1423786,5,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1172006,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1601039,3,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1435225,3,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1518815,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1285387,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1367379,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1064955,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1293284,4,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1405473,3,0,FRE_0,EVE_1,1
26,EMP_1,GRA_0,1394796,3,0,FRE_1,EVE_1,1
25,EMP_1,GRA_0,1483560,5,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1463963,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1265436,3,0,FRE_0,EVE_1,1
25,EMP_1,GRA_0,1464345,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1401804,5,0,FRE_0,EVE_1,1
34,EMP_1,GRA_0,1219558,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1446752,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1487776,4,0,FRE_0,EVE_0,1
26,EMP_1,GRA_0,1677429,5,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1249162,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1313556,3,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1341909,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1566304,4,0,FRE_0,EVE_0,1
34,EMP_1,GRA_0,1195349,4,0,FRE_0,EVE_0,1
33,EMP_1,GRA_0,1302315,3,0,FRE_0,EVE_1,1
33,EMP_1,GRA_0,1382872,3,0,FRE_0,EVE_1,1
