ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
89,254,4,94,41,0,0,96,-7,7,6,27,1,19,0,1,1,6,-8,2,2,0,32,RIS_1
76,182,14,93,18,0,0,100,-7,7,8,16,1,34,0,0,0,69,70,5,2,1,79,RIS_1
72,153,2,62,36,0,0,100,-7,7,8,36,5,18,0,2,1,34,90,8,3,2,63,RIS_1
67,189,4,53,37,0,0,100,-7,7,8,27,6,33,0,1,1,40,99,5,5,1,73,RIS_1
72,188,5,89,25,0,0,100,-7,6,6,17,1,17,19,0,0,36,-7,4,2,1,70,RIS_1
70,185,2,87,29,2,1,91,47,6,2,36,3,44,0,1,1,2,92,1,4,0,59,RIS_1
81,195,14,88,18,0,0,100,-8,7,8,14,1,52,0,1,1,20,72,2,5,0,85,RIS_1
78,371,4,97,26,1,1,97,60,6,5,32,3,14,0,2,2,0,-6,4,1,0,51,RIS_1
83,189,0,70,21,0,0,100,-8,7,8,24,2,14,0,2,2,21,93,5,2,1,47,RIS_1
67,390,7,105,52,1,0,96,22,6,6,55,2,14,0,2,2,38,26,8,2,3,62,RIS_1
78,111,1,57,22,0,0,100,-7,7,8,34,2,12,0,5,7,9,-8,3,2,0,36,RIS_1
84,129,10,62,15,0,0,95,70,6,6,23,1,26,0,0,0,-1,-8,2,1,0,47,RIS_1
74,544,2,88,23,1,1,100,-7,7,8,29,2,16,0,5,2,29,-6,5,1,1,64,RIS_1
85,200,3,62,21,1,0,93,23,6,5,24,3,13,6,0,0,0,-7,2,1,0,18,RIS_1
81,177,23,99,18,0,0,100,-7,7,8,24,0,16,0,0,0,55,-9,6,1,2,54,RIS_1
77,216,13,120,19,0,0,100,-7,7,8,10,1,50,0,1,0,33,50,3,2,0,77,RIS_1
73,415,3,87,37,1,1,96,52,6,6,40,3,15,0,2,2,1,-7,5,1,0,37,RIS_1
73,213,9,84,17,0,0,100,-8,6,8,14,1,24,18,0,0,100,-7,4,1,1,76,RIS_1
79,307,15,119,30,0,0,96,13,6,6,38,0,18,0,0,0,-3,-7,5,2,0,21,RIS_1
89,215,10,89,14,0,0,100,-7,7,8,19,0,38,0,5,5,-1,89,1,2,0,41,RIS_1
76,205,13,82,22,0,0,100,-7,7,8,17,1,42,0,0,0,8,46,3,2,0,74,RIS_1
77,213,17,68,9,0,0,100,-6,7,8,16,0,57,0,1,1,76,-8,2,1,1,99,RIS_1
83,299,11,128,22,0,0,97,-7,6,6,42,1,44,0,2,2,3,34,3,3,0,48,RIS_1
84,110,34,147,7,1,1,89,35,6,5,18,0,42,0,0,0,0,-7,1,1,0,100,RIS_1
75,388,62,129,8,1,1,100,-7,6,8,2,0,15,0,1,1,5,-8,1,1,0,40,RIS_1
90,308,1,96,24,0,0,100,-6,7,8,43,2,31,0,2,2,4,88,0,2,0,31,RIS_1
85,166,6,37,11,0,0,100,-7,7,8,13,1,51,0,0,0,12,79,1,4,0,86,RIS_1
80,166,2,81,34,0,0,96,17,6,6,27,1,38,0,2,2,-1,88,1,3,0,25,RIS_1
78,163,2,56,30,0,0,100,-7,6,8,35,4,18,0,2,2,32,-9,5,2,1,51,RIS_1
79,131,5,85,28,0,0,100,-7,6,8,32,2,13,0,0,0,22,-8,6,2,1,65,RIS_1
83,110,1,62,24,0,0,91,10,6,6,21,3,26,0,0,0,9,-9,2,1,0,45,RIS_1
81,290,14,87,16,0,0,95,-7,6,6,27,0,7,0,1,1,5,-9,2,1,0,27,RIS_1
78,426,36,128,14,1,0,90,39,6,6,13,0,61,0,1,0,-1,-9,1,2,0,50,RIS_1
64,309,11,78,44,1,1,96,7,6,2,36,1,45,0,0,0,27,73,5,4,0,65,RIS_1
85,194,20,95,9,0,0,100,-7,7,8,11,0,21,17,0,0,11,-9,2,1,0,25,RIS_1
86,404,19,100,20,0,0,96,-7,6,6,42,0,40,-8,0,0,-1,67,0,2,0,33,RIS_1
73,354,5,94,30,2,1,94,31,0,2,29,2,12,5,0,0,6,-8,3,1,0,41,RIS_1
82,158,3,64,23,0,0,100,-7,7,8,16,3,49,0,2,2,4,95,0,4,0,49,RIS_1
78,190,5,39,22,0,0,100,-8,7,8,30,3,14,15,0,0,7,90,3,2,0,57,RIS_1
77,401,5,123,40,0,0,100,-7,7,8,29,2,7,0,2,2,39,-7,7,-8,3,61,RIS_1
87,149,3,50,17,0,0,100,-7,7,8,10,3,16,0,1,1,2,-7,2,1,0,38,RIS_1
82,266,5,73,42,0,0,96,-7,6,6,45,1,46,0,2,1,-1,76,3,5,0,26,RIS_1
78,169,3,85,20,0,0,95,17,6,6,32,3,19,0,1,1,25,80,2,2,0,52,RIS_1
65,184,3,106,21,4,4,84,37,0,2,38,2,50,0,0,0,38,74,5,4,1,77,RIS_1
78,292,10,123,33,1,1,95,59,6,6,35,1,54,8,0,0,38,87,5,4,1,88,RIS_1
72,154,1,48,18,0,0,100,-7,6,8,10,3,47,16,0,0,8,92,2,4,0,77,RIS_1
82,217,27,99,21,0,0,97,11,6,6,19,0,52,0,1,1,2,40,1,2,0,23,RIS_1
70,229,-1,69,31,0,0,100,-7,7,8,40,6,30,0,1,1,53,94,8,3,4,72,RIS_1
70,397,1,94,50,0,0,96,63,6,6,30,3,34,0,3,3,42,80,9,5,2,75,RIS_1
73,166,1,75,14,1,1,92,-8,6,6,19,3,48,0,2,2,5,88,0,2,0,75,RIS_1
82,270,4,80,68,0,0,97,58,6,6,45,6,36,6,0,0,4,94,5,5,0,50,RIS_1
76,199,2,79,41,0,0,100,-7,7,8,26,3,11,0,1,1,27,95,5,2,1,59,RIS_1
90,498,23,146,13,0,0,95,-8,6,6,16,0,20,0,0,0,13,-9,3,1,0,43,RIS_1
82,173,11,124,20,0,0,100,-7,7,6,16,0,14,0,0,0,1,-8,2,1,0,37,RIS_1
78,174,7,57,18,0,0,100,-8,7,8,20,2,27,0,0,0,41,83,5,2,1,83,RIS_1
69,462,19,119,27,0,0,93,3,4,6,20,0,17,17,0,0,41,-8,4,1,1,36,RIS_1
86,167,3,88,13,0,0,100,-7,7,8,13,1,19,0,4,4,-4,-8,3,1,0,27,RIS_1
73,495,3,75,36,1,1,96,60,6,2,32,3,14,0,1,1,21,-7,6,1,0,32,RIS_1
83,160,6,99,27,0,0,100,-7,7,8,24,1,11,0,1,1,4,-9,1,1,0,41,RIS_1
66,142,2,56,39,0,0,94,67,6,6,47,3,45,0,0,0,13,68,6,4,0,62,RIS_1
75,163,24,125,15,1,1,93,36,6,5,13,0,61,15,0,0,51,67,3,2,1,100,RIS_1
70,205,1,57,28,0,0,100,-8,7,8,30,3,24,0,1,1,33,-9,7,1,2,66,RIS_1
71,330,8,141,30,0,0,100,-7,7,8,32,0,60,0,2,2,46,70,3,4,1,74,RIS_1
78,435,4,113,79,0,0,100,-6,7,8,84,2,13,6,0,0,31,73,9,3,1,56,RIS_1
92,173,29,111,9,0,0,100,-7,7,8,6,0,83,0,2,1,3,-7,1,1,0,26,RIS_1
74,511,18,87,40,1,0,96,8,6,6,36,1,19,0,2,2,2,-8,3,1,0,45,RIS_1
73,142,1,67,19,1,1,93,70,6,5,19,1,54,0,5,4,4,94,1,2,0,55,RIS_1
76,293,15,134,25,2,2,93,58,6,2,28,0,21,-7,0,0,12,-8,4,1,1,54,RIS_1
76,438,11,93,39,0,0,100,-7,7,8,57,1,11,0,1,1,30,-9,10,1,3,66,RIS_1
83,358,2,128,59,1,1,93,61,6,5,46,3,22,0,1,1,-1,-8,4,2,0,34,RIS_1
85,135,5,95,23,0,0,93,13,6,6,21,1,15,19,0,0,-2,66,3,2,0,37,RIS_1
71,545,2,116,39,0,0,95,21,6,6,28,1,16,0,3,3,5,-8,8,1,1,49,RIS_1
72,190,1,88,16,0,0,96,-7,6,6,26,1,47,0,4,4,14,73,2,4,0,70,RIS_1
77,165,9,100,25,0,0,94,21,6,6,25,0,34,0,0,0,24,67,4,2,0,54,RIS_1
86,190,7,50,38,0,0,100,-8,7,8,18,2,56,0,0,0,10,80,2,4,0,46,RIS_1
89,358,17,124,33,0,0,95,60,6,6,30,1,13,-8,0,0,-1,-8,2,1,0,33,RIS_1
84,234,10,102,22,1,1,94,21,6,5,14,1,36,20,0,0,0,52,1,2,0,15,RIS_1
86,196,15,90,13,0,0,100,-7,7,8,8,0,19,0,2,2,33,-8,3,1,0,74,RIS_1
77,166,18,108,9,0,0,100,-7,7,8,19,0,7,0,1,1,38,-7,3,1,1,73,RIS_1
79,167,3,62,46,0,0,100,-7,7,8,41,6,15,0,2,2,21,94,9,2,2,62,RIS_1
84,215,7,122,34,0,0,96,16,6,6,31,1,15,0,0,0,26,-9,4,1,0,48,RIS_1
75,534,17,127,30,0,0,94,-7,6,6,24,0,14,-7,0,0,55,-9,5,1,1,65,RIS_1
78,8,5,91,5,0,0,100,-7,7,8,3,1,31,0,4,4,-3,-8,1,1,0,68,RIS_1
78,157,15,98,18,1,0,97,-7,6,6,18,1,29,16,0,0,-1,48,1,3,0,74,RIS_1
84,379,18,95,13,1,0,90,3,4,5,19,0,20,0,1,1,1,-8,0,-8,0,49,RIS_1
86,180,19,122,32,0,0,100,-7,7,8,29,0,20,0,0,0,-3,-8,1,2,0,34,RIS_1
68,212,5,115,34,0,0,100,-8,7,8,33,2,9,0,1,0,38,-8,5,1,1,43,RIS_1
84,200,12,110,29,0,0,100,-7,7,8,25,1,23,0,0,0,1,-8,3,1,0,41,RIS_1
94,389,4,123,35,0,0,100,-7,7,8,22,1,12,0,0,0,4,-7,0,1,0,25,RIS_1
74,194,2,95,43,0,0,96,21,6,6,37,2,11,0,6,3,11,97,4,3,0,25,RIS_1
71,350,15,128,26,0,0,93,32,6,6,13,0,11,0,1,1,42,-8,6,-8,2,36,RIS_1
81,159,5,106,18,1,1,96,58,6,6,22,2,14,18,0,0,3,-9,3,1,0,44,RIS_1
74,177,4,86,12,1,1,88,9,6,5,7,1,42,0,0,0,5,92,1,2,0,53,RIS_1
70,354,1,78,39,0,0,96,55,6,6,35,3,31,0,3,3,7,65,8,4,2,43,RIS_1
84,482,8,130,27,0,0,95,-7,6,6,36,1,20,0,2,2,19,-8,4,1,0,47,RIS_1
79,213,0,77,55,0,0,95,60,6,6,52,6,32,0,1,1,37,72,8,4,2,71,RIS_1
82,204,2,89,27,0,0,97,-7,6,6,27,1,63,14,0,0,20,73,3,3,0,64,RIS_1
90,127,5,82,19,0,0,100,-7,6,8,19,1,23,19,0,0,-1,-8,1,1,0,46,RIS_1
74,326,12,107,26,0,0,100,-7,7,8,27,1,7,0,2,2,42,-7,5,1,2,71,RIS_1
73,186,6,103,40,0,0,97,14,6,6,50,2,17,0,0,0,14,69,5,2,1,40,RIS_1
78,167,10,110,35,0,0,100,-8,7,8,23,1,57,21,0,0,44,83,5,4,1,82,RIS_1
83,76,4,49,7,0,0,100,-7,7,8,8,3,46,0,0,0,29,98,2,2,0,77,RIS_1
65,392,5,84,25,2,2,92,72,6,5,28,1,3,0,1,1,77,-8,5,-8,2,50,RIS_1
70,164,7,69,20,0,0,100,-7,7,8,28,1,16,15,0,0,59,-8,8,1,3,75,RIS_1
77,170,25,93,14,0,0,92,19,6,6,12,0,59,0,0,0,2,21,0,2,0,100,RIS_1
87,194,7,53,8,0,0,100,-7,7,8,12,1,39,22,0,0,1,89,1,2,0,28,RIS_1
75,433,17,87,20,0,0,100,-7,6,8,16,0,25,0,5,5,35,-8,6,1,1,36,RIS_1
67,303,4,107,38,1,0,97,0,4,5,55,2,16,0,0,0,46,73,8,3,3,50,RIS_1
73,394,8,105,48,0,0,100,-7,7,8,36,1,15,18,0,0,57,-8,10,1,4,66,RIS_1
79,144,20,102,23,0,0,100,-8,7,6,21,0,24,19,0,0,15,-9,2,2,0,52,RIS_1
88,192,12,109,16,0,0,96,18,6,6,19,0,21,0,0,0,0,-7,0,-8,0,-4,RIS_1
78,164,3,57,18,0,0,100,-7,6,8,23,3,22,0,1,1,47,96,5,3,2,72,RIS_1
79,534,12,102,23,0,0,94,34,6,6,27,0,31,0,3,3,12,70,4,2,1,58,RIS_1
71,177,2,60,52,0,0,97,-7,6,6,45,7,17,0,2,2,23,91,8,3,1,20,RIS_1
67,248,21,96,37,0,0,96,11,4,6,35,0,42,0,2,2,13,36,3,4,0,85,RIS_1
66,305,11,63,34,1,1,98,28,6,6,48,1,47,0,0,0,51,50,5,4,1,83,RIS_1
72,382,2,98,48,1,1,95,1,4,5,60,2,26,0,1,1,40,53,9,3,1,62,RIS_1
76,165,19,127,10,0,0,100,-7,7,8,19,0,58,0,1,1,64,-8,3,1,1,100,RIS_1
76,167,2,86,40,0,0,100,-7,7,8,32,3,24,0,2,2,8,-8,5,2,1,54,RIS_1
72,562,1,103,29,1,1,97,64,6,6,37,1,25,0,4,4,29,49,10,2,2,63,RIS_1
90,-8,8,58,6,0,0,100,-6,7,8,6,1,70,0,2,2,1,88,1,2,-8,99,RIS_1
85,395,1,142,41,0,0,100,-7,7,8,45,3,2,0,1,1,16,-8,9,1,2,46,RIS_1
84,142,2,73,38,0,0,100,-7,7,8,62,6,55,0,5,6,19,79,6,5,0,60,RIS_1
80,92,1,30,10,0,0,100,-7,7,8,15,4,47,0,4,4,22,102,2,4,0,79,RIS_1
77,210,13,81,21,0,0,100,-7,7,8,24,0,41,0,1,1,21,-8,0,2,0,76,RIS_1
80,159,2,63,36,0,0,100,-7,7,8,56,2,37,0,1,1,28,75,5,4,1,69,RIS_1
74,229,3,83,29,0,0,96,11,6,6,30,3,42,0,4,4,-1,88,1,5,0,45,RIS_1
79,213,1,73,32,0,0,100,-7,7,8,26,4,45,0,3,3,-1,100,2,5,0,79,RIS_1
81,183,8,92,38,0,0,100,-7,7,8,43,0,53,0,5,5,8,67,3,5,1,76,RIS_1
67,417,3,128,59,2,1,95,37,6,2,43,2,45,6,0,0,51,70,6,5,1,85,RIS_1
73,365,4,86,62,1,0,95,19,6,5,46,2,36,8,0,0,27,81,5,3,1,68,RIS_1
85,433,26,177,15,1,1,95,64,6,2,17,0,38,0,0,0,-1,-9,3,2,0,85,RIS_1
78,111,2,51,24,0,0,100,-7,7,8,27,4,51,0,3,3,13,72,2,4,0,48,RIS_1
65,187,9,109,25,0,0,100,-7,7,8,14,0,16,14,0,0,62,-9,6,2,2,65,RIS_1
75,165,3,58,37,0,0,97,-7,6,6,70,4,30,9,0,0,4,106,6,5,1,41,RIS_1
75,399,5,115,42,0,0,96,17,6,6,39,0,18,17,0,0,12,50,6,2,1,54,RIS_1
81,178,3,63,25,0,0,100,-7,7,8,28,2,19,0,1,1,31,-9,6,2,1,49,RIS_1
80,164,2,68,31,0,0,100,-7,7,8,34,3,17,0,2,1,2,-7,3,1,0,43,RIS_1
68,149,3,55,42,0,0,100,-7,7,8,63,6,20,0,1,1,39,95,8,2,2,41,RIS_1
75,411,16,122,20,0,0,100,-7,6,8,28,0,17,0,0,0,40,-6,4,1,0,55,RIS_1
78,201,8,74,15,0,0,100,-7,7,8,11,2,43,0,1,1,66,92,3,3,1,86,RIS_1
77,217,1,108,42,0,0,100,-7,7,8,40,2,24,0,2,2,7,89,5,2,0,48,RIS_1
90,372,19,194,22,0,0,100,-7,6,6,13,0,13,0,0,0,2,-7,1,1,0,20,RIS_1
78,159,19,78,11,0,0,100,-7,6,8,11,0,50,0,1,1,27,86,2,2,0,100,RIS_1
80,438,6,106,31,0,0,96,-7,6,6,38,1,12,0,1,1,20,-8,6,-8,0,24,RIS_1
83,607,2,87,38,0,0,100,-7,7,8,33,2,27,1,4,4,1,-8,5,1,0,40,RIS_1
74,370,8,93,29,0,0,100,-7,7,8,67,3,39,17,0,0,60,88,8,4,3,67,RIS_1
91,119,45,175,4,0,0,100,-7,7,8,5,0,7,0,0,0,56,-9,2,1,0,98,RIS_1
89,408,10,104,35,0,0,100,-8,7,8,34,1,24,8,0,0,10,66,3,2,0,31,RIS_1
81,440,24,130,26,0,0,100,-8,7,8,22,0,20,14,0,0,57,-8,4,1,1,63,RIS_1
74,227,3,100,38,0,0,97,-7,6,8,45,2,13,0,2,2,15,-9,6,1,1,23,RIS_1
72,430,1,107,45,1,1,96,57,6,2,41,6,21,0,1,1,9,-7,9,1,1,53,RIS_1
78,424,30,128,13,0,0,100,-7,6,8,25,0,18,0,1,1,2,-9,3,1,0,50,RIS_1
84,420,4,105,46,0,0,100,-7,7,8,62,3,13,0,3,3,0,-8,2,2,0,33,RIS_1
72,264,20,165,32,1,1,97,72,6,6,31,0,56,-8,0,0,67,54,5,3,2,88,RIS_1
74,398,21,158,29,1,1,96,35,6,5,41,0,20,0,1,0,20,-9,6,1,0,48,RIS_1
84,124,9,69,13,0,0,100,-7,7,8,6,1,2,0,0,0,31,-8,2,1,0,42,RIS_1
71,141,5,85,36,0,0,100,-7,7,8,24,1,31,0,0,0,26,72,6,4,1,56,RIS_1
80,516,3,129,56,1,1,96,78,6,5,66,2,32,7,0,0,10,83,8,4,0,55,RIS_1
78,147,3,75,14,1,1,93,57,6,5,26,2,23,0,2,2,3,-8,4,1,0,55,RIS_1
85,288,17,82,23,0,0,94,-7,6,6,20,0,17,20,0,0,0,-7,1,1,0,23,RIS_1
84,189,17,108,19,1,0,100,-7,7,8,15,0,52,0,1,1,3,72,1,3,0,75,RIS_1
76,152,5,73,25,0,0,100,-8,7,8,23,2,15,0,1,1,21,-8,5,1,1,53,RIS_1
74,430,5,108,22,0,0,96,8,4,6,15,0,-3,0,2,1,15,-9,5,-8,1,38,RIS_1
74,291,6,104,47,0,0,93,15,6,6,31,1,24,18,0,0,16,72,5,3,0,32,RIS_1
64,165,3,96,18,1,0,95,51,6,6,35,2,43,18,0,0,32,73,5,5,0,87,RIS_1
86,177,3,78,25,0,0,100,-6,7,8,22,2,47,0,2,2,3,87,1,3,0,49,RIS_1
81,166,1,58,15,1,1,93,69,6,5,12,2,58,7,0,0,-1,90,1,3,0,61,RIS_1
83,174,1,94,43,0,0,100,-7,7,8,46,2,24,0,2,2,8,-9,6,2,1,45,RIS_1
80,17,6,26,13,0,0,100,-7,7,8,5,1,17,0,0,0,27,-7,2,1,0,80,RIS_1
72,240,1,62,7,2,1,90,57,6,2,12,3,44,0,1,1,-2,98,1,2,0,54,RIS_1
83,35,6,89,10,0,0,100,-7,7,8,17,1,1,0,1,1,0,-8,3,-8,0,23,RIS_1
77,151,3,74,11,0,0,100,-7,6,8,7,1,55,0,2,1,5,73,1,2,0,52,RIS_1
72,268,3,74,51,0,0,95,20,6,6,62,5,35,0,3,3,16,74,6,9,1,61,RIS_1
70,421,0,95,48,1,0,95,4,6,6,77,3,15,0,5,5,6,97,7,2,1,36,RIS_1
76,376,8,101,42,0,0,94,53,6,6,40,1,21,0,0,0,2,-9,4,2,0,49,RIS_1
73,304,51,141,2,4,4,100,-7,6,8,-1,0,36,0,0,0,0,-6,1,1,-8,100,RIS_1
80,238,11,83,6,0,0,100,-7,6,8,18,1,37,0,1,1,6,-7,1,1,0,43,RIS_1
82,177,22,73,14,0,0,91,-7,6,6,7,0,49,24,0,0,17,70,1,2,0,99,RIS_1
77,216,7,64,13,0,0,94,15,4,6,18,1,49,16,0,0,7,91,1,2,0,52,RIS_1
90,384,25,106,9,0,0,100,-7,7,8,13,0,21,0,1,1,0,-8,2,1,0,23,RIS_1
81,486,3,96,30,0,0,100,-7,7,8,50,2,16,0,2,2,17,-6,3,2,0,51,RIS_1
74,137,12,86,18,0,0,100,-8,7,8,27,0,53,0,0,0,63,65,3,4,1,84,RIS_1
87,276,13,102,49,0,0,100,-7,7,8,46,1,36,0,0,0,5,64,3,3,0,30,RIS_1
80,187,3,85,25,0,0,97,-8,6,6,34,1,25,0,3,3,11,-9,4,-8,1,23,RIS_1
80,470,9,125,43,0,0,94,-7,6,6,33,1,20,0,2,2,26,-8,5,1,0,29,RIS_1
80,144,3,70,17,0,0,100,-7,7,8,25,2,45,0,1,1,4,97,1,3,0,43,RIS_1
79,183,1,79,19,0,0,100,-7,7,8,38,3,53,0,1,1,11,72,2,4,0,78,RIS_1
80,146,2,36,16,0,0,100,-7,7,8,10,2,34,0,1,1,11,89,3,2,0,50,RIS_1
92,159,3,70,28,0,0,100,-7,7,8,37,4,40,0,2,2,0,93,2,3,0,45,RIS_1
75,332,7,102,21,0,0,100,-7,7,8,12,1,9,0,1,1,12,-7,3,1,0,44,RIS_1
73,183,9,90,21,0,0,100,-7,7,8,17,1,51,0,1,0,38,62,5,3,1,81,RIS_1
78,204,4,75,12,0,0,100,-7,7,8,13,1,22,0,1,1,9,-7,2,1,0,74,RIS_1
73,419,4,91,52,0,0,100,-7,6,8,53,2,16,7,0,0,3,-9,6,2,0,27,RIS_1
88,398,18,100,32,0,0,95,-7,6,6,36,0,35,0,0,0,-2,-8,0,2,0,30,RIS_1
82,175,9,73,13,0,0,100,-7,7,8,17,1,22,0,0,0,4,-9,1,1,0,35,RIS_1
81,226,4,74,13,0,0,100,-7,7,8,18,1,18,0,2,2,4,-9,2,1,0,53,RIS_1
74,246,1,69,51,1,0,96,53,6,6,39,6,32,5,0,0,7,93,5,3,0,60,RIS_1
85,96,2,63,9,0,0,100,-7,7,8,12,1,37,0,2,2,2,-9,1,2,0,46,RIS_1
90,140,10,165,7,0,0,91,-7,6,6,8,0,14,0,0,0,0,-7,1,1,0,43,RIS_1
76,215,3,69,21,1,1,95,-7,6,6,30,6,14,0,2,2,20,91,5,2,0,41,RIS_1
79,194,10,77,35,0,0,100,-7,7,8,32,1,33,19,0,0,29,86,5,3,1,60,RIS_1
71,387,19,139,27,1,1,95,73,6,2,38,0,35,0,1,1,62,64,6,2,1,81,RIS_1
76,239,4,72,20,1,1,96,-7,6,6,28,2,56,0,1,1,24,89,2,4,0,82,RIS_1
72,423,2,69,39,0,0,95,64,6,6,59,3,24,0,2,2,17,-8,5,2,0,54,RIS_1
86,223,8,54,16,0,0,100,-7,7,8,11,1,43,0,0,0,6,84,1,4,0,78,RIS_1
92,606,6,121,68,0,0,100,-7,7,8,31,1,0,8,0,0,-1,-8,5,1,0,25,RIS_1
89,105,6,81,7,0,0,100,-7,7,8,20,1,43,0,2,2,2,88,1,2,0,55,RIS_1
78,411,2,88,33,0,0,100,-7,7,8,30,3,23,0,1,1,1,-8,4,1,0,20,RIS_1
83,172,6,95,42,0,0,98,-7,7,6,44,1,16,0,1,1,15,-9,6,2,1,36,RIS_1
75,192,12,68,19,0,0,100,-7,7,8,17,1,40,0,1,1,57,65,6,2,1,78,RIS_1
83,197,5,70,18,0,0,100,-7,7,8,30,2,33,0,0,0,15,82,6,2,1,64,RIS_1
64,484,2,99,39,1,1,98,41,0,2,29,3,20,0,5,4,1,-7,6,1,0,41,RIS_1
78,419,7,81,48,0,0,100,-7,7,8,65,2,20,0,0,0,28,-9,9,2,1,42,RIS_1
92,240,12,89,32,0,0,100,-7,7,8,49,1,32,0,0,0,1,88,1,2,0,31,RIS_1
72,158,1,82,31,0,1,100,-6,7,8,30,3,7,0,1,1,35,88,7,2,2,87,RIS_1
