ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
70,256,3,70,37,0,0,97,48,6,6,38,3,24,0,0,0,31,-7,9,2,2,48,RIS_1
79,184,10,85,21,1,0,90,9,4,5,23,0,43,0,0,0,4,58,1,2,0,43,RIS_1
86,138,9,94,22,0,0,96,61,6,6,22,1,38,17,0,0,1,71,1,3,0,67,RIS_1
69,128,2,71,19,0,0,100,-7,7,8,27,6,54,0,2,2,6,95,3,3,0,77,RIS_1
67,159,16,118,24,1,0,89,2,4,5,32,0,60,0,1,1,8,79,1,4,0,45,RIS_1
71,250,47,170,15,4,4,74,34,6,2,11,0,51,0,1,1,6,19,1,2,0,66,RIS_1
80,140,8,90,22,0,0,100,-7,7,8,21,0,50,0,0,0,21,77,1,4,0,79,RIS_1
91,15,4,79,9,0,0,100,-8,7,8,3,1,29,0,2,2,0,-7,0,1,0,46,RIS_1
92,140,2,98,16,0,0,100,-7,7,8,16,1,26,8,0,0,2,-8,2,1,0,23,RIS_1
87,208,8,87,23,0,0,96,-7,6,6,28,1,40,17,0,0,0,64,1,3,0,31,RIS_1
77,434,4,132,27,1,1,96,66,6,6,37,1,20,17,0,0,29,-8,5,2,0,61,RIS_1
73,402,30,118,22,0,0,95,-7,6,6,31,0,18,0,1,1,86,-9,8,1,2,62,RIS_1
79,208,33,123,16,0,0,95,32,6,6,21,0,50,0,0,0,2,-8,1,1,0,39,RIS_1
87,217,6,97,14,0,0,100,-7,6,8,17,1,4,0,0,0,1,-6,2,-8,0,35,RIS_1
82,105,16,82,10,0,0,100,-6,7,8,14,0,47,0,1,0,12,73,1,2,0,99,RIS_1
74,457,2,123,34,1,1,94,40,6,5,75,2,24,0,1,1,9,-9,3,2,0,43,RIS_1
64,264,2,89,45,0,0,97,52,6,6,43,3,-7,10,0,0,22,-8,10,-8,5,46,RIS_1
71,189,3,64,25,0,0,94,28,6,6,31,3,14,0,2,1,21,-8,4,2,0,49,RIS_1
79,169,2,82,42,1,0,97,49,6,6,42,3,33,0,5,5,5,91,3,3,0,21,RIS_1
74,236,19,99,21,0,0,100,-7,7,8,23,0,22,0,3,3,13,-8,2,1,1,44,RIS_1
79,167,18,85,10,0,0,100,-8,7,8,11,0,61,0,0,0,0,76,1,5,-8,99,RIS_1
89,174,4,66,45,0,0,100,-7,7,8,49,3,24,16,0,0,10,85,5,3,0,34,RIS_1
75,297,24,128,22,1,0,85,13,6,5,20,0,38,20,0,0,66,15,5,2,1,95,RIS_1
75,168,8,67,30,0,0,96,-7,7,6,25,1,20,9,0,0,1,-8,2,1,0,45,RIS_1
77,522,13,99,34,0,0,100,-7,7,8,44,1,20,0,0,0,60,-7,8,2,2,69,RIS_1
73,98,2,52,45,0,0,100,-7,7,8,52,6,41,0,2,2,45,87,5,4,1,79,RIS_1
71,148,3,58,31,0,0,95,-8,6,6,41,4,41,7,0,0,44,90,6,3,1,65,RIS_1
83,177,8,101,25,0,0,94,16,6,6,32,1,20,0,3,3,24,70,4,2,0,49,RIS_1
63,301,2,80,47,3,2,91,2,4,5,33,3,45,0,4,3,4,78,6,4,1,85,RIS_1
71,386,9,99,34,0,0,100,-7,7,8,32,1,17,18,0,0,52,-6,7,1,3,61,RIS_1
81,152,12,48,23,0,0,100,-6,7,8,12,1,24,18,0,0,25,-6,3,1,0,41,RIS_1
72,172,1,43,33,0,0,96,-7,6,6,25,6,43,0,1,1,20,83,3,5,0,52,RIS_1
85,156,11,111,19,0,0,100,-7,7,8,38,1,49,16,0,0,22,81,3,4,0,68,RIS_1
85,420,13,108,25,0,0,100,-7,6,8,26,1,8,0,2,1,14,-8,4,-8,1,46,RIS_1
74,41,1,39,22,1,0,95,65,6,6,35,6,48,6,0,0,15,86,5,4,0,63,RIS_1
70,172,9,82,28,0,0,97,-8,6,6,29,3,38,0,0,0,20,84,6,4,1,43,RIS_1
74,221,5,60,24,0,0,100,-7,7,8,31,2,62,8,0,0,31,80,6,5,1,85,RIS_1
64,177,1,61,34,1,1,91,5,4,2,32,3,39,0,2,2,1,94,3,3,0,50,RIS_1
72,129,3,86,37,0,0,97,-7,6,6,51,3,25,0,2,1,34,-8,7,1,3,48,RIS_1
75,181,9,77,23,0,0,100,-7,7,6,27,1,22,0,0,0,-4,-9,2,1,0,49,RIS_1
74,519,17,91,34,0,0,100,-7,6,8,31,0,38,0,1,1,34,43,6,2,1,78,RIS_1
73,211,3,85,45,0,0,100,-6,7,8,37,3,17,0,0,0,12,94,6,3,1,51,RIS_1
67,90,20,136,8,1,0,79,2,4,5,18,0,69,0,0,0,-1,84,1,2,-8,44,RIS_1
69,2,3,44,16,0,0,100,-7,7,8,25,2,11,0,4,4,41,-9,6,1,2,49,RIS_1
81,234,0,77,30,0,0,95,-7,6,8,16,3,42,0,2,2,1,88,1,2,0,47,RIS_1
70,185,2,86,43,0,0,97,57,6,6,65,6,2,0,2,2,-5,-8,9,1,1,49,RIS_1
77,191,10,90,29,0,0,100,-7,7,8,46,1,35,0,2,2,31,66,5,3,1,68,RIS_1
84,148,12,102,16,0,0,95,25,6,6,17,1,16,20,0,0,3,-8,3,1,0,37,RIS_1
70,153,19,79,31,0,0,97,-8,7,6,34,1,63,0,1,1,17,70,4,4,1,63,RIS_1
78,213,2,88,5,0,0,100,-7,7,8,12,1,58,0,4,4,3,102,1,3,0,68,RIS_1
75,537,10,89,21,0,0,96,-7,6,6,21,0,36,0,1,1,24,-9,6,1,2,47,RIS_1
69,406,5,118,33,0,0,100,-7,7,8,36,2,22,1,4,4,54,-7,5,2,1,42,RIS_1
76,201,6,65,28,0,0,100,-7,7,8,30,2,29,0,0,0,16,92,5,3,1,71,RIS_1
77,179,1,94,26,0,0,100,-7,7,8,45,2,37,0,4,4,0,94,3,2,0,15,RIS_1
77,113,3,95,19,0,0,94,33,6,6,27,1,17,0,2,2,4,-9,2,2,0,46,RIS_1
69,443,13,102,54,0,0,95,66,6,6,39,1,18,0,1,1,-1,-9,5,2,0,45,RIS_1
68,357,8,93,41,1,0,100,-7,6,7,45,3,37,15,0,0,63,73,9,4,5,91,RIS_1
74,314,20,147,27,1,1,97,33,6,5,41,0,20,-8,0,0,5,-7,3,2,0,48,RIS_1
80,387,5,105,47,0,0,100,-7,6,8,42,1,15,-8,0,0,16,-9,5,2,1,46,RIS_1
82,215,15,105,28,0,0,100,-7,7,8,24,0,52,0,0,0,-2,70,1,3,0,69,RIS_1
72,189,2,101,31,0,0,100,-6,6,7,34,1,59,0,2,2,24,76,6,4,1,75,RIS_1
68,195,7,92,19,1,0,93,11,6,5,28,1,23,17,0,0,16,-7,4,1,1,45,RIS_1
82,407,11,120,22,0,0,100,-7,7,8,24,0,24,17,0,0,40,-8,6,1,1,38,RIS_1
81,184,7,76,42,0,0,96,19,6,6,25,1,25,7,0,0,10,-9,5,1,1,36,RIS_1
70,281,3,63,37,1,1,100,-7,6,8,38,3,12,0,1,1,55,94,9,2,4,70,RIS_1
64,256,7,85,25,3,2,85,4,0,2,21,2,37,0,1,1,2,76,4,4,0,60,RIS_1
74,179,4,62,23,0,0,100,-7,7,8,23,2,53,0,1,1,37,83,3,3,1,86,RIS_1
93,434,5,100,20,0,0,96,14,6,6,34,1,11,6,0,0,-3,-8,1,1,0,40,RIS_1
90,160,1,87,32,0,0,100,-7,7,8,31,6,54,0,1,1,-1,87,1,3,0,44,RIS_1
71,161,4,71,22,0,0,94,18,6,6,25,1,11,0,3,3,9,-7,2,1,0,38,RIS_1
81,182,10,95,8,1,1,94,64,6,5,17,1,9,-8,0,0,3,-8,2,1,0,21,RIS_1
76,167,3,92,21,0,0,100,-7,7,8,27,1,34,15,0,0,24,72,3,3,0,69,RIS_1
73,165,23,110,13,0,0,100,-7,7,8,10,0,17,0,1,0,96,-8,3,1,1,100,RIS_1
76,186,1,92,26,1,0,96,66,6,6,28,2,14,0,2,2,4,-7,4,1,0,42,RIS_1
78,234,13,81,40,0,0,100,-7,7,8,49,1,44,0,1,1,9,88,6,4,1,68,RIS_1
76,226,12,77,26,0,0,100,-7,7,8,47,2,33,0,2,2,4,74,3,3,0,74,RIS_1
88,174,23,54,11,0,0,100,-7,7,8,15,0,23,0,2,2,0,-9,1,1,0,9,RIS_1
82,390,2,85,38,0,0,100,-7,7,8,51,2,19,0,2,2,8,-6,6,1,0,34,RIS_1
73,363,32,143,21,0,0,93,-7,6,6,20,0,12,0,0,0,57,-9,5,1,1,71,RIS_1
85,345,17,91,34,0,0,95,16,6,6,41,0,18,0,1,1,-2,-9,5,1,0,38,RIS_1
74,209,4,79,65,0,0,96,59,6,6,82,4,39,0,1,1,2,66,5,5,1,65,RIS_1
81,238,4,78,42,0,0,96,63,6,6,39,5,30,0,3,3,16,71,6,4,0,31,RIS_1
76,322,0,145,51,0,0,100,-7,6,8,83,1,20,0,1,1,13,-9,10,1,1,45,RIS_1
92,149,13,76,6,0,0,100,-7,7,8,4,1,45,20,0,0,2,-8,1,1,0,39,RIS_1
78,426,59,145,3,0,0,100,-7,6,8,10,0,0,0,2,2,23,-7,2,1,0,45,RIS_1
81,526,3,106,24,0,0,95,-7,6,7,24,2,12,0,1,1,16,-9,5,1,1,29,RIS_1
76,130,15,90,20,0,0,100,-7,7,8,17,0,24,0,0,0,58,-9,4,1,1,100,RIS_1
84,136,0,90,40,0,0,100,-7,7,8,41,3,13,0,3,3,5,-9,5,2,1,52,RIS_1
74,139,12,74,9,0,0,100,-7,7,8,16,0,52,0,1,1,96,80,6,2,2,99,RIS_1
65,317,9,108,37,0,0,97,81,6,6,77,1,53,0,1,1,18,79,6,4,1,68,RIS_1
74,-9,7,74,12,1,1,100,-7,6,8,12,1,56,17,0,0,67,88,3,5,0,86,RIS_1
82,132,15,108,8,0,0,95,-7,6,6,14,0,40,0,0,0,-3,-9,1,2,0,35,RIS_1
79,156,22,75,4,0,0,100,-7,7,8,14,0,54,0,0,0,33,-8,0,1,0,99,RIS_1
76,363,2,109,25,1,1,96,69,6,5,33,2,20,0,2,2,2,-7,2,2,0,48,RIS_1
90,455,5,108,24,0,0,100,-7,7,8,31,1,9,0,2,2,-2,-9,3,1,0,25,RIS_1
81,171,9,80,19,0,0,100,-7,7,8,14,1,37,0,1,1,30,86,3,2,1,70,RIS_1
77,160,3,92,20,0,0,100,-8,6,8,13,1,41,0,5,5,1,-9,2,1,0,32,RIS_1
85,186,1,98,30,0,0,100,-7,7,8,46,2,22,0,2,2,2,-8,2,2,0,40,RIS_1
76,450,19,110,42,1,0,94,58,6,6,48,0,16,0,0,0,39,-8,7,1,2,65,RIS_1
68,178,13,120,12,1,1,79,1,4,5,10,0,21,22,0,0,2,-9,1,1,0,29,RIS_1
79,387,21,141,23,1,1,92,30,6,2,21,0,13,0,1,1,-5,-7,0,-8,0,32,RIS_1
78,201,1,72,49,0,0,97,-7,6,7,63,6,23,0,2,2,-1,101,10,3,1,48,RIS_1
75,209,2,75,38,0,0,100,-6,7,8,40,4,19,0,2,2,15,99,5,2,1,48,RIS_1
76,104,19,67,6,0,0,100,-7,7,8,17,0,18,0,1,1,18,-8,2,1,1,57,RIS_1
78,293,11,88,36,0,0,95,2,4,6,54,1,31,0,1,1,16,80,6,3,0,41,RIS_1
85,328,3,91,53,0,0,94,15,6,6,52,2,27,0,2,2,8,84,6,3,0,36,RIS_1
83,176,6,73,12,0,0,100,-7,7,8,14,1,19,0,1,1,17,-8,2,1,0,51,RIS_1
85,210,2,70,31,0,0,100,-7,7,8,48,3,32,0,6,3,3,82,1,2,0,27,RIS_1
80,168,10,76,27,0,0,96,0,4,6,13,1,42,18,0,0,11,73,1,2,0,27,RIS_1
84,88,15,51,8,0,0,100,-7,7,8,4,1,62,0,0,0,2,-8,0,1,0,29,RIS_1
77,211,1,60,14,0,0,100,-7,7,8,20,2,23,0,4,4,50,-8,5,1,1,35,RIS_1
81,150,17,119,17,0,0,100,-7,7,8,11,0,55,0,0,0,40,49,2,2,0,100,RIS_1
90,151,2,48,24,0,0,100,-8,7,8,23,3,33,0,1,1,0,96,1,2,0,29,RIS_1
86,153,6,91,16,0,0,91,66,6,6,20,2,53,0,1,1,10,93,1,2,0,44,RIS_1
80,200,3,42,19,0,0,100,-7,7,8,22,4,64,0,6,3,0,97,2,4,0,73,RIS_1
75,474,1,107,68,0,0,100,-7,7,8,80,1,9,-8,0,0,28,-8,14,1,3,57,RIS_1
77,190,8,88,29,0,0,100,-7,7,8,36,3,42,0,0,0,34,78,5,4,1,79,RIS_1
90,490,18,112,11,0,1,100,-7,7,8,16,0,34,0,1,1,3,-7,1,1,0,74,RIS_1
82,350,7,86,47,0,0,95,20,6,6,35,0,-1,0,2,2,1,32,6,2,0,34,RIS_1
78,195,7,104,24,0,0,100,-7,7,8,15,1,12,0,0,0,58,-9,5,1,2,83,RIS_1
76,197,12,109,42,0,0,95,-7,6,7,61,0,56,0,4,4,53,65,5,5,2,90,RIS_1
81,208,10,115,23,0,0,100,-8,7,8,27,1,12,0,2,2,21,-9,3,1,1,27,RIS_1
90,377,15,98,15,0,0,100,-7,7,8,22,0,21,0,0,0,-6,-8,2,1,0,35,RIS_1
73,173,2,66,25,0,0,94,6,4,6,26,3,18,0,1,1,10,-8,4,2,0,30,RIS_1
90,470,18,160,12,0,0,100,-7,7,8,19,0,23,0,2,2,0,-8,1,-8,0,35,RIS_1
73,176,5,56,25,0,0,100,-7,7,8,21,2,53,0,1,1,53,67,5,4,1,86,RIS_1
79,169,1,60,30,0,0,100,-7,7,8,29,2,37,0,5,7,-1,84,2,3,0,44,RIS_1
89,99,13,104,13,0,0,100,-7,7,8,18,0,51,0,0,0,21,-9,1,1,0,83,RIS_1
94,401,12,104,21,0,0,96,-7,6,6,26,0,20,0,1,1,5,-8,1,1,0,35,RIS_1
68,244,16,133,20,0,0,100,-7,7,8,26,0,19,0,0,0,73,-9,9,1,3,100,RIS_1
85,154,6,92,25,0,0,100,-8,7,8,24,1,31,16,0,0,17,81,5,2,1,64,RIS_1
90,317,11,94,22,0,0,100,-7,7,8,16,1,6,18,0,0,4,-8,3,-8,0,38,RIS_1
86,439,8,117,30,1,1,95,50,6,5,18,1,18,0,1,1,4,-8,1,1,0,47,RIS_1
77,225,1,81,68,0,0,96,78,6,6,67,3,38,0,8,4,19,82,9,4,2,84,RIS_1
72,260,1,107,40,1,1,98,-7,6,7,29,3,29,0,1,1,29,90,6,4,0,63,RIS_1
81,193,24,88,18,0,0,91,25,6,6,15,0,68,0,3,3,1,70,1,2,0,53,RIS_1
88,102,8,69,4,0,0,100,-7,7,8,13,0,40,0,1,1,1,84,0,2,0,42,RIS_1
85,133,14,53,13,0,0,100,-7,7,8,14,1,37,7,0,0,1,100,1,2,0,32,RIS_1
70,210,5,64,37,0,0,100,-7,7,8,35,1,59,0,2,1,72,71,5,4,2,83,RIS_1
77,163,3,88,43,1,1,94,2,4,2,52,3,45,0,2,2,1,99,3,4,0,41,RIS_1
70,206,18,132,11,0,0,88,14,6,6,3,0,13,16,0,0,28,-9,4,1,1,40,RIS_1
92,143,11,105,32,1,0,96,32,6,6,34,1,46,0,1,1,5,67,1,4,0,42,RIS_1
73,324,29,83,36,0,0,96,25,6,6,51,0,37,0,2,2,-9,74,3,5,0,84,RIS_1
84,392,4,124,40,0,0,100,-7,7,8,44,1,21,0,0,0,1,-8,9,1,1,18,RIS_1
64,477,3,122,48,1,0,97,7,6,6,47,2,22,0,3,3,38,-9,13,2,3,50,RIS_1
80,83,3,58,14,0,0,100,-7,7,8,13,3,4,0,2,2,12,-7,2,-8,0,43,RIS_1
94,318,14,161,20,1,1,96,-7,6,6,16,0,6,0,2,2,0,-8,0,-8,0,52,RIS_1
78,417,0,85,24,0,0,100,-7,6,8,33,1,54,0,2,2,4,70,3,4,0,49,RIS_1
60,333,2,104,40,3,2,87,2,0,2,56,3,12,0,4,4,1,98,6,3,0,45,RIS_1
75,397,1,87,48,0,0,97,16,6,6,90,2,19,0,2,2,16,-7,9,2,1,26,RIS_1
78,336,1,94,39,0,0,96,-7,6,6,23,2,26,0,5,5,-2,-9,5,2,0,14,RIS_1
80,286,11,101,41,0,0,100,-7,7,8,50,0,17,9,0,0,15,-8,6,2,0,50,RIS_1
89,57,9,49,6,1,1,100,-7,7,8,10,2,32,0,1,0,50,-6,2,1,0,100,RIS_1
72,145,10,108,40,0,0,100,-7,7,8,26,0,47,0,0,0,61,63,6,4,1,80,RIS_1
82,367,29,141,15,1,1,91,40,6,5,19,0,47,-8,0,0,2,-8,1,1,0,47,RIS_1
82,200,3,90,15,0,0,100,-7,7,8,16,1,22,0,2,2,4,-8,2,1,0,44,RIS_1
83,183,19,109,20,0,0,100,-7,7,8,32,0,11,0,1,1,15,-8,4,1,1,50,RIS_1
76,225,19,116,13,1,1,92,20,6,5,18,0,24,0,0,0,0,-8,1,1,0,41,RIS_1
86,175,2,74,46,0,0,100,-7,7,8,28,6,17,0,1,1,19,89,5,3,0,51,RIS_1
90,200,10,61,15,0,0,100,-7,7,8,17,1,33,0,1,0,0,80,1,3,0,72,RIS_1
74,342,41,104,9,1,0,73,1,4,5,13,0,22,16,0,0,12,-9,1,1,0,23,RIS_1
80,373,8,83,44,0,0,100,-7,7,8,42,0,10,0,2,2,13,-8,6,1,1,39,RIS_1
82,195,9,107,11,1,1,100,-7,6,8,16,1,16,0,2,2,2,-9,1,1,0,54,RIS_1
81,208,5,89,20,0,0,100,-7,7,8,26,1,18,0,1,0,33,-5,5,1,1,72,RIS_1
74,197,5,103,28,0,0,96,26,6,6,35,2,26,6,0,0,15,-8,5,2,0,46,RIS_1
66,436,1,77,38,2,1,96,13,6,5,56,3,30,0,2,2,38,70,10,5,2,78,RIS_1
76,494,21,113,20,1,0,94,12,6,5,34,0,12,0,1,1,0,-7,1,2,0,43,RIS_1
92,164,5,87,18,0,0,100,-7,7,8,17,2,47,7,0,0,1,89,1,3,0,53,RIS_1
90,95,4,101,11,0,0,94,22,6,6,12,1,3,0,1,1,6,-9,1,-8,0,23,RIS_1
81,294,3,78,30,1,1,97,61,6,6,48,2,35,0,1,1,2,91,3,3,0,43,RIS_1
78,153,2,52,18,0,0,100,-7,7,8,21,3,49,0,1,1,4,93,1,4,0,68,RIS_1
89,165,18,115,8,0,0,100,-7,7,8,20,0,52,0,0,0,1,-7,1,1,0,98,RIS_1
83,345,12,119,27,0,0,100,-6,7,8,46,0,23,0,1,1,38,49,6,2,1,66,RIS_1
80,503,21,143,20,0,0,100,-8,7,8,22,0,17,-7,0,0,4,-9,3,1,0,71,RIS_1
80,190,5,87,32,0,0,100,-6,7,8,23,1,25,0,3,3,17,85,5,2,1,52,RIS_1
83,156,7,84,17,0,0,100,-7,7,8,13,1,21,0,1,1,-3,-8,2,1,0,48,RIS_1
77,428,3,78,26,0,0,100,-7,7,8,31,1,23,10,0,0,30,86,5,2,1,67,RIS_1
75,377,7,145,18,1,1,91,69,6,2,16,1,36,-8,0,0,-1,-8,1,2,0,44,RIS_1
84,191,6,87,35,0,0,100,-8,7,8,23,1,18,15,0,0,6,59,2,3,0,49,RIS_1
78,203,0,85,44,0,0,94,-7,6,6,56,3,45,0,6,8,17,92,3,4,0,43,RIS_1
61,157,1,99,41,1,1,94,1,2,2,49,3,30,0,4,4,-1,100,4,3,0,30,RIS_1
82,188,10,91,23,1,1,94,68,6,2,10,1,38,-8,0,0,3,57,1,2,0,64,RIS_1
80,154,-2,92,6,1,1,100,-7,7,8,16,2,23,0,1,1,5,-7,3,1,0,68,RIS_1
70,183,2,78,65,0,0,100,-7,6,8,61,3,35,0,1,1,52,85,8,5,3,80,RIS_1
84,431,36,120,24,0,0,100,-6,7,8,21,0,50,0,2,2,35,50,3,2,0,77,RIS_1
78,147,11,55,21,0,0,100,-7,7,8,12,1,44,18,0,0,14,77,0,3,0,86,RIS_1
74,237,4,67,27,0,0,96,7,6,6,31,3,42,0,0,0,7,98,5,3,0,58,RIS_1
85,466,1,77,33,0,0,100,-7,7,8,40,2,14,1,4,4,3,-7,3,1,0,30,RIS_1
72,304,8,91,18,0,0,96,69,6,6,37,1,16,0,2,2,26,-7,5,2,1,54,RIS_1
76,165,3,64,9,0,0,100,-7,7,8,8,2,33,0,4,4,8,93,2,2,0,77,RIS_1
72,222,1,83,45,0,0,100,-7,7,8,12,2,26,0,4,4,41,81,9,3,2,68,RIS_1
64,423,4,103,46,3,1,95,7,0,2,79,1,24,7,0,0,31,51,14,4,3,68,RIS_1
76,135,2,51,47,0,0,98,-7,7,6,48,3,14,0,4,3,-1,94,3,3,0,14,RIS_1
91,183,8,75,9,0,0,100,-7,7,8,6,1,47,0,1,1,2,81,1,2,0,71,RIS_1
78,158,11,76,27,0,0,100,-7,7,8,25,1,53,0,3,3,19,66,2,4,1,68,RIS_1
69,235,4,95,34,1,1,91,5,4,5,31,3,17,0,1,1,5,86,4,2,0,53,RIS_1
84,406,36,237,19,0,0,100,-7,6,6,24,0,19,0,1,1,6,-9,2,1,0,42,RIS_1
75,450,6,156,44,0,0,94,37,6,6,58,1,18,0,1,1,8,48,6,2,0,38,RIS_1
68,133,6,70,26,1,0,89,7,4,5,38,1,39,8,0,0,-1,73,1,4,0,76,RIS_1
73,168,6,51,11,0,0,100,-7,7,8,11,1,45,0,0,0,22,81,0,5,0,100,RIS_1
86,209,1,69,25,0,0,100,-6,7,8,23,3,23,6,0,0,7,-7,3,1,0,25,RIS_1
89,297,8,113,23,0,0,100,-7,7,8,9,1,-1,18,0,0,18,-8,3,1,0,46,RIS_1
87,11,8,29,4,0,0,100,-7,7,8,9,1,50,0,1,1,0,-9,0,1,0,38,RIS_1
81,294,14,114,29,1,0,95,-7,6,7,38,0,38,0,0,0,9,41,3,4,0,86,RIS_1
76,307,10,101,16,0,0,100,-8,7,8,29,1,25,18,0,0,4,100,5,3,0,80,RIS_1
70,161,3,91,41,1,0,96,20,6,6,23,3,31,0,1,1,5,93,6,3,1,67,RIS_1
74,260,4,83,39,1,1,95,18,6,2,31,1,30,0,1,1,1,-7,3,2,0,35,RIS_1
66,306,11,110,27,1,1,90,8,6,2,50,1,57,5,0,0,22,36,5,4,0,83,RIS_1
84,371,8,111,36,0,0,100,-7,7,8,34,1,30,0,0,0,-1,74,3,3,0,30,RIS_1
83,216,12,87,23,0,0,96,42,6,6,23,0,56,14,0,0,9,66,3,3,0,92,RIS_1
79,182,2,110,26,1,0,95,69,6,5,41,3,20,7,0,0,3,93,4,2,0,33,RIS_1
92,465,9,110,18,0,0,100,-6,7,8,28,0,14,0,1,1,1,-8,3,-8,0,9,RIS_1
76,176,4,78,16,1,1,100,-7,6,8,19,2,57,0,1,1,46,85,2,2,0,100,RIS_1
79,351,1,104,57,0,0,96,-7,6,7,70,3,24,0,1,1,-3,-9,9,2,1,42,RIS_1
67,138,14,86,21,0,0,100,-7,6,8,18,1,54,0,0,0,34,78,2,5,0,87,RIS_1
87,274,5,103,40,0,0,95,-7,6,6,67,1,22,0,0,0,5,69,3,2,0,47,RIS_1
79,268,18,95,19,0,0,100,-7,7,8,37,0,61,0,2,2,34,74,3,5,0,72,RIS_1
90,226,10,92,17,0,0,100,-7,7,8,17,0,33,0,1,1,5,-9,2,1,0,33,RIS_1
64,286,3,83,30,1,0,94,1,4,6,30,1,22,0,0,0,45,-7,8,1,1,51,RIS_1
73,186,2,62,30,0,0,96,5,6,6,31,3,42,0,0,0,-7,90,3,3,0,41,RIS_1
81,141,3,56,13,0,0,100,-7,7,8,14,2,32,0,4,4,16,-9,2,2,0,54,RIS_1
88,353,11,105,18,0,0,100,-7,7,8,14,0,26,-8,0,0,30,55,3,2,0,71,RIS_1
86,220,3,68,24,0,0,97,-7,6,6,28,3,44,8,0,0,0,100,1,3,0,44,RIS_1
80,190,-1,77,21,0,0,96,-7,6,6,34,2,32,0,2,1,15,97,3,2,0,41,RIS_1
71,391,24,111,27,0,0,95,-7,6,6,26,0,30,0,1,1,61,-7,5,1,3,65,RIS_1
