ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
79,179,3,105,15,0,0,100,-7,7,8,37,1,17,24,0,0,-1,-8,2,2,0,80,RIS_1
75,340,6,78,66,0,0,91,71,6,6,35,4,35,-7,3,1,42,39,3,4,0,49,RIS_1
91,202,5,67,28,0,0,100,-7,7,8,16,1,25,-7,2,1,4,78,2,4,1,61,RIS_1
78,317,17,45,27,0,2,100,-7,7,8,28,3,20,0,0,0,18,85,8,4,1,87,RIS_1
73,66,41,45,35,0,0,100,-7,7,8,20,1,20,2,2,0,36,-8,2,2,0,71,RIS_0
71,266,6,51,7,0,0,100,7,7,6,26,2,24,0,0,0,52,78,1,3,-8,100,RIS_0
89,123,3,43,20,0,0,100,-7,7,8,27,1,31,1,1,1,0,-8,2,2,0,48,RIS_1
65,116,4,53,12,2,1,65,3,4,5,12,1,23,-7,0,0,89,-9,0,2,0,99,RIS_0
74,20,5,94,31,0,0,100,-7,7,6,22,0,22,18,1,1,54,57,14,4,3,76,RIS_0
65,17,1,34,42,0,0,100,1,6,8,16,7,16,-7,0,4,37,-8,3,3,0,99,RIS_0
92,163,7,80,19,0,0,100,-7,7,8,14,2,36,-8,1,1,-1,93,5,2,2,58,RIS_1
80,138,3,117,27,1,2,89,31,6,5,20,0,52,8,0,0,55,77,4,4,2,40,RIS_1
88,88,32,40,2,0,0,100,-7,7,8,10,1,23,-7,8,1,-1,-8,3,-8,-8,52,RIS_0
66,373,11,157,19,2,0,97,8,6,6,13,0,73,0,0,4,48,74,6,3,0,80,RIS_0
89,90,8,61,35,0,0,100,-6,7,8,12,1,3,-7,2,4,-3,92,3,-8,0,34,RIS_1
71,162,16,61,13,2,2,92,43,4,5,33,0,11,0,0,0,14,-8,-8,1,1,77,RIS_0
67,66,5,98,28,0,0,90,53,6,6,19,2,29,3,1,2,88,-8,14,3,0,86,RIS_0
59,82,4,63,18,1,0,75,3,0,6,18,4,52,0,0,0,50,-6,2,1,0,62,RIS_0
68,76,9,28,24,0,0,100,-7,7,8,11,3,68,-8,1,0,0,51,2,-8,1,74,RIS_0
82,341,6,64,29,0,0,100,-7,7,8,29,2,40,9,1,2,2,14,6,4,1,29,RIS_1
89,193,23,82,15,0,0,100,-7,3,8,16,0,38,8,0,0,43,-7,3,-8,1,100,RIS_1
70,80,11,62,26,1,0,96,16,7,7,20,3,22,-7,4,6,58,69,3,1,1,76,RIS_0
90,199,3,100,28,0,0,100,14,6,8,13,2,28,-7,1,5,20,55,3,3,0,91,RIS_1
68,191,12,21,25,3,0,79,65,6,5,41,0,3,0,4,0,2,23,3,2,1,99,RIS_0
79,198,9,58,32,0,0,100,-7,7,8,22,0,44,-7,0,1,14,-8,-9,2,1,76,RIS_0
75,153,16,66,32,0,0,96,42,6,5,20,2,30,-7,8,1,36,75,7,4,1,76,RIS_0
88,251,8,44,22,0,0,100,-7,7,8,11,1,19,-7,1,3,0,-9,2,-8,0,75,RIS_1
59,-9,11,74,15,1,1,90,10,6,4,22,0,60,-7,0,0,20,83,1,2,1,100,RIS_0
69,23,18,43,17,1,0,90,-7,7,8,3,1,43,0,3,0,11,-8,7,1,1,40,RIS_0
70,7,1,66,33,0,0,95,5,4,6,46,2,27,1,1,2,61,22,1,2,2,76,RIS_0
65,173,14,18,24,0,0,97,16,6,6,28,4,51,-7,1,0,38,44,4,4,1,86,RIS_0
89,49,6,53,22,0,0,100,-7,7,8,29,2,32,0,1,1,50,45,3,2,0,77,RIS_1
76,342,4,96,70,0,0,95,35,7,6,19,4,44,-7,1,1,39,70,4,3,0,60,RIS_1
91,184,1,47,33,0,0,100,-6,7,8,39,3,28,0,1,3,64,43,13,5,0,77,RIS_0
66,178,3,77,19,1,0,88,24,6,6,16,0,33,0,0,0,53,-7,1,1,1,67,RIS_1
87,352,33,70,16,0,0,100,-7,7,8,30,3,35,-8,1,1,3,52,1,-8,0,72,RIS_1
58,157,20,43,18,2,0,85,20,6,3,22,0,17,0,4,0,12,-7,14,1,0,81,RIS_0
88,201,67,54,19,0,0,100,-7,7,8,2,1,18,-8,1,1,5,8,5,2,0,9,RIS_1
61,134,11,90,6,1,0,90,11,6,6,14,4,34,0,0,6,7,50,2,2,1,100,RIS_0
70,244,32,111,19,0,0,92,67,6,6,31,2,22,0,2,1,12,98,3,2,0,85,RIS_1
86,-9,1,62,37,0,0,100,-7,7,8,26,1,23,0,6,1,2,92,5,2,0,62,RIS_1
80,209,38,29,34,0,0,100,-7,7,8,16,3,45,-7,1,1,-9,50,2,2,0,66,RIS_1
84,141,11,38,20,2,0,91,75,6,8,10,2,37,0,0,0,6,92,9,1,6,50,RIS_0
57,206,14,82,11,1,0,86,5,4,6,3,0,80,-7,0,0,9,-7,1,2,3,74,RIS_0
71,304,36,89,33,0,3,100,4,5,8,11,0,68,1,2,5,56,42,2,1,0,61,RIS_1
69,234,12,117,15,1,0,52,5,0,5,14,0,16,-7,0,4,59,63,-7,2,1,100,RIS_0
82,172,1,53,23,0,0,100,-7,7,8,28,3,30,3,1,1,33,38,5,2,0,65,RIS_1
67,307,8,100,23,1,0,92,3,6,6,15,1,33,17,9,1,52,-9,3,2,0,77,RIS_1
86,162,2,35,27,0,0,100,-7,7,8,13,2,48,-7,1,3,36,89,4,2,2,45,RIS_0
75,133,0,47,34,0,0,100,-7,7,8,29,4,43,0,2,2,47,42,4,2,2,80,RIS_0
88,93,62,46,22,0,0,100,-7,7,8,24,2,27,-7,1,1,1,95,4,2,0,33,RIS_1
60,257,13,56,8,0,1,97,16,6,6,18,1,32,0,0,0,68,-8,5,2,3,80,RIS_0
57,381,3,76,7,1,0,69,7,4,5,26,0,33,0,0,0,5,-8,5,5,1,99,RIS_0
91,172,1,56,28,0,0,100,-7,7,8,23,2,0,-7,1,2,-1,46,6,2,0,77,RIS_1
88,198,33,60,25,0,0,100,-7,7,8,17,4,29,-7,1,1,0,87,2,2,0,56,RIS_1
68,286,18,60,20,1,1,90,18,6,6,15,1,19,-7,0,0,34,-8,2,2,1,100,RIS_0
66,139,6,86,22,0,0,94,-7,6,8,33,1,22,-7,4,9,56,64,1,12,-8,71,RIS_0
66,129,10,127,15,1,1,87,4,6,2,12,0,56,0,0,0,46,-7,0,5,1,76,RIS_0
72,323,21,92,21,0,0,86,2,6,6,28,0,13,-7,3,0,17,-9,2,4,0,85,RIS_0
69,251,13,143,3,1,0,68,5,6,5,-3,0,22,-7,0,0,1,-9,1,2,1,99,RIS_0
77,210,36,43,24,0,0,100,-7,7,8,27,1,16,-7,2,1,15,61,5,4,0,40,RIS_1
83,103,6,8,3,0,0,100,-7,7,8,-3,0,15,-7,0,0,3,-9,2,2,-8,73,RIS_0
80,190,4,107,18,0,0,100,19,6,6,21,3,16,0,4,0,16,45,3,5,1,68,RIS_1
58,70,5,114,9,1,0,90,31,6,5,4,0,45,-7,0,0,92,-9,9,5,0,85,RIS_0
63,175,12,40,33,2,1,94,3,4,5,29,0,39,-7,0,0,67,-7,1,1,1,100,RIS_0
61,212,17,106,26,1,1,74,49,0,5,11,1,55,0,0,0,42,-9,0,1,1,53,RIS_0
91,136,33,54,39,0,0,100,-6,7,8,24,4,12,2,1,2,2,6,2,2,1,38,RIS_1
90,199,62,116,18,0,0,100,-6,7,8,5,2,19,-7,2,1,5,-9,2,2,0,24,RIS_1
71,302,7,48,27,1,0,78,3,6,6,28,0,52,0,0,0,16,-7,15,1,1,85,RIS_0
83,138,26,65,25,0,0,100,-7,7,8,6,3,25,-7,5,0,3,96,5,2,0,77,RIS_1
70,-5,18,28,26,1,0,62,11,6,8,19,3,36,0,3,0,9,76,8,3,0,77,RIS_0
59,118,20,49,5,1,0,90,4,4,5,12,0,22,-7,0,0,4,-9,2,5,1,100,RIS_0
61,44,1,102,24,1,2,93,8,4,2,9,1,36,0,0,0,86,76,9,2,0,80,RIS_0
72,397,2,69,19,0,0,100,-7,7,8,14,1,9,8,1,1,15,31,4,4,0,38,RIS_1
54,2,5,51,16,2,1,91,24,6,2,11,0,43,-7,0,0,16,75,2,-8,1,100,RIS_0
91,21,39,36,15,0,0,100,-7,7,8,8,3,10,-7,1,1,0,46,4,2,-8,46,RIS_1
61,281,15,75,6,1,1,95,2,6,5,10,0,36,0,0,0,8,-9,2,2,1,100,RIS_0
64,294,9,71,20,8,0,92,2,4,2,32,1,22,-7,0,0,86,-8,3,1,1,100,RIS_0
88,83,31,38,37,0,0,100,-7,7,8,25,4,41,1,1,1,-2,77,4,4,4,69,RIS_1
60,216,19,40,15,1,0,77,11,6,5,28,0,47,0,0,0,40,-9,-8,1,1,100,RIS_0
90,49,78,80,21,0,0,100,-7,7,8,25,3,44,-8,1,2,1,50,3,3,0,23,RIS_1
88,158,30,93,23,0,0,100,-7,7,8,36,4,41,-7,1,1,0,11,3,2,1,23,RIS_1
65,192,8,84,14,1,1,94,3,4,5,26,0,22,0,0,0,49,-8,0,1,0,100,RIS_0
80,111,1,93,32,0,0,100,-7,6,6,9,2,34,-7,5,1,86,54,-8,2,3,88,RIS_0
58,284,3,60,42,1,0,91,3,6,6,32,1,23,-7,2,1,13,-8,3,5,0,29,RIS_0
71,93,6,99,27,0,0,100,4,6,6,21,0,73,0,0,6,45,-8,2,2,1,50,RIS_0
67,136,12,97,14,1,0,91,2,6,5,43,2,59,-7,0,4,81,-7,2,4,1,75,RIS_0
67,140,7,105,42,0,0,95,10,4,8,21,1,30,8,1,0,3,-8,4,4,0,86,RIS_0
79,212,67,85,33,0,0,100,-7,7,8,2,0,16,-8,1,1,12,16,2,2,0,64,RIS_1
89,139,7,35,19,0,0,100,-7,7,8,28,0,36,7,0,1,-1,-7,2,3,-8,42,RIS_1
80,390,3,96,33,1,0,93,3,1,6,21,0,94,0,0,2,3,75,5,7,1,80,RIS_0
92,189,6,108,26,1,0,100,-7,7,8,11,3,55,-7,1,1,1,-8,2,1,1,64,RIS_1
74,365,1,98,23,0,0,100,-6,6,8,67,1,43,0,1,1,44,44,2,3,1,78,RIS_1
90,219,1,46,27,0,0,96,-7,7,8,40,3,-1,21,6,1,86,79,6,1,0,58,RIS_1
70,100,2,51,19,0,0,85,3,7,6,30,0,37,-7,1,0,68,-8,5,2,2,70,RIS_0
58,383,14,79,20,5,1,95,2,6,6,19,1,20,1,0,0,60,87,9,2,0,69,RIS_0
66,185,14,151,23,1,0,91,2,4,3,46,1,15,0,7,2,46,54,7,1,0,88,RIS_1
62,155,20,117,3,1,1,77,3,6,5,7,0,22,0,0,0,10,-9,2,1,1,98,RIS_0
80,195,5,47,21,0,0,100,-6,7,8,25,3,45,2,1,3,47,96,-8,2,4,67,RIS_0
57,218,26,68,13,1,1,75,4,0,5,14,0,24,13,0,0,45,-8,2,1,4,99,RIS_0
65,124,12,61,26,1,0,100,-7,6,8,9,0,27,15,0,0,78,-9,2,2,0,99,RIS_0
82,153,9,82,5,1,0,100,-6,7,8,10,0,25,-7,1,9,11,-9,1,2,1,73,RIS_0
69,137,11,96,9,1,1,92,5,6,5,14,0,57,-7,0,0,58,-8,1,1,1,99,RIS_0
90,119,8,21,36,0,0,100,-7,7,8,22,3,31,16,1,1,38,96,2,2,0,73,RIS_1
62,158,19,91,10,1,1,73,4,6,5,3,0,41,0,0,0,57,23,8,2,-8,59,RIS_0
78,362,5,83,44,0,0,96,19,7,8,15,4,55,4,1,3,58,89,4,4,0,46,RIS_1
82,168,2,31,35,0,0,96,3,7,6,21,0,30,3,2,3,82,62,5,2,0,95,RIS_1
78,107,9,127,13,0,0,100,-6,7,8,13,0,52,4,1,0,1,-9,2,2,1,72,RIS_1
80,192,2,53,28,0,0,100,-7,7,8,23,2,31,22,1,1,16,60,4,2,0,70,RIS_1
71,267,16,109,17,1,0,84,14,6,2,4,0,61,-7,0,0,1,-9,0,1,5,99,RIS_1
85,172,63,60,42,0,0,100,-7,7,8,11,4,23,21,1,1,29,51,4,2,3,75,RIS_0
72,341,2,50,15,0,0,97,38,4,2,19,0,37,-7,0,0,4,-8,2,3,0,83,RIS_1
63,75,4,22,7,4,3,94,10,6,5,36,0,21,-7,0,0,24,-8,2,8,1,58,RIS_0
83,173,8,74,39,0,0,93,-7,0,8,16,3,36,-7,4,4,3,-7,3,2,0,66,RIS_1
83,61,6,34,15,0,0,100,-7,7,8,14,2,34,17,5,0,0,-9,2,1,0,76,RIS_1
67,177,10,106,17,1,1,91,9,6,2,17,0,49,0,0,0,30,-8,2,5,1,99,RIS_1
87,183,47,76,26,0,0,100,-7,6,5,25,1,32,17,0,0,7,54,9,2,0,47,RIS_1
86,113,27,45,7,0,0,100,-7,7,8,12,2,19,-7,4,1,11,57,2,-8,0,79,RIS_1
74,224,6,99,28,7,1,91,23,5,6,50,0,17,0,0,0,35,-8,7,4,0,78,RIS_1
83,50,80,9,22,0,0,100,-6,7,8,20,0,50,-7,1,1,-9,21,4,2,-8,31,RIS_0
80,100,5,74,25,0,0,100,-7,7,8,19,3,22,-7,1,4,54,-8,2,2,0,81,RIS_0
86,354,28,59,32,0,0,100,-7,7,8,19,5,57,11,1,0,66,-8,3,2,2,82,RIS_1
70,193,2,38,44,1,0,97,-7,7,6,4,6,44,-7,3,6,12,22,2,2,0,49,RIS_0
65,82,5,61,10,1,1,92,10,6,6,23,1,44,0,0,0,52,-8,9,3,2,85,RIS_0
89,228,12,103,24,0,0,100,-7,7,8,17,4,9,22,1,1,0,55,6,3,1,71,RIS_1
68,233,11,95,26,1,1,60,4,6,2,23,0,30,0,0,0,17,-8,1,1,2,100,RIS_0
64,309,7,86,27,2,0,98,2,4,6,8,1,60,0,0,1,67,-9,4,5,1,84,RIS_0
69,192,1,48,8,0,0,98,62,6,3,25,5,24,5,4,0,50,76,10,2,3,48,RIS_0
76,200,29,39,4,0,0,100,-7,7,8,7,3,41,-7,3,1,17,-9,6,3,0,76,RIS_0
77,299,2,114,27,0,3,71,6,4,7,25,2,34,-7,2,1,58,63,7,2,1,85,RIS_0
82,169,7,44,27,0,0,100,-7,7,8,23,3,19,-8,1,1,5,19,1,2,2,48,RIS_1
83,272,9,68,21,0,0,100,-7,7,8,26,2,22,2,1,1,81,11,2,2,0,34,RIS_1
83,240,3,52,26,1,0,100,78,6,8,18,4,30,-7,2,2,34,27,12,2,0,68,RIS_1
65,157,4,70,27,0,1,91,3,4,5,23,0,37,0,3,1,79,90,9,5,0,100,RIS_0
65,127,8,112,13,1,0,93,8,4,5,12,0,45,0,0,0,3,-9,3,4,2,74,RIS_0
77,187,3,86,22,0,0,96,22,7,6,45,5,17,0,1,2,41,-7,3,2,0,77,RIS_1
65,254,2,76,20,1,1,92,64,0,5,30,0,44,-7,0,0,15,-9,1,2,1,86,RIS_0
93,65,2,63,21,0,0,100,-6,7,8,15,1,16,2,1,1,37,90,6,2,0,68,RIS_1
78,171,2,45,15,0,0,100,-7,7,8,36,2,42,-7,2,3,34,48,7,3,2,74,RIS_0
81,164,3,60,21,0,0,96,19,3,6,27,3,16,5,1,2,44,79,3,4,0,83,RIS_1
89,184,3,83,9,0,0,92,36,7,6,7,5,35,-8,0,1,30,-8,3,2,0,66,RIS_1
87,199,32,45,23,0,0,100,-7,7,8,14,3,35,0,1,1,8,29,3,2,0,70,RIS_1
70,156,16,94,27,1,0,79,39,6,5,12,2,41,1,0,0,37,-8,5,3,2,74,RIS_0
79,338,11,84,25,0,0,97,60,7,8,31,0,15,1,2,3,5,66,2,2,1,82,RIS_1
66,194,6,120,13,1,8,63,72,6,2,25,3,28,2,0,0,29,56,1,1,5,74,RIS_1
72,177,2,71,41,1,0,89,9,6,8,49,8,23,-7,0,0,40,52,1,6,0,87,RIS_0
72,200,0,122,71,0,0,87,22,6,6,48,3,25,2,1,1,61,86,1,3,0,88,RIS_1
65,136,1,52,63,0,0,84,66,6,8,52,2,31,0,3,3,44,17,6,2,0,87,RIS_0
65,239,12,51,33,8,1,90,66,4,5,15,0,29,0,0,0,57,-8,2,-8,1,86,RIS_0
67,256,6,22,6,0,4,71,3,6,6,8,0,23,18,0,0,20,-7,3,1,3,85,RIS_0
65,150,17,63,7,0,0,86,2,3,7,2,0,18,-7,0,0,38,-9,2,2,1,100,RIS_0
86,162,3,79,25,0,0,100,-7,7,8,31,2,45,-8,1,2,-3,61,2,-8,0,82,RIS_1
58,209,19,93,15,2,1,50,4,6,2,28,0,19,0,0,0,56,-9,9,1,1,84,RIS_0
76,351,3,91,60,1,0,92,22,6,6,27,4,46,4,0,4,12,-9,1,1,2,85,RIS_1
84,235,5,118,24,0,0,100,-7,7,8,28,1,60,16,1,2,12,80,2,2,0,74,RIS_1
58,155,14,53,28,1,8,90,10,7,5,12,2,12,-7,0,0,2,-9,6,3,6,66,RIS_0
71,157,15,99,20,1,0,90,37,4,6,12,0,8,4,0,1,15,95,2,1,0,45,RIS_1
69,212,15,85,6,1,0,88,5,4,2,11,4,45,0,0,0,62,-8,2,2,2,49,RIS_0
59,9,5,25,19,0,0,17,-7,6,5,17,0,48,1,0,0,57,91,2,4,4,80,RIS_0
87,277,2,70,26,0,0,100,-7,7,8,40,4,34,2,2,3,29,51,3,2,1,56,RIS_1
68,309,13,107,24,1,0,92,53,3,2,28,0,39,-7,6,0,12,-8,2,2,1,75,RIS_1
90,169,8,69,35,0,0,100,-6,7,8,24,3,57,-7,1,1,40,90,4,2,0,51,RIS_1
59,260,9,128,9,2,1,93,3,6,5,17,1,42,3,0,0,12,-8,2,3,0,69,RIS_0
90,57,6,62,18,0,0,100,-7,7,8,19,0,64,1,2,1,3,-7,3,2,0,16,RIS_1
91,129,6,95,28,0,0,100,-7,7,8,6,0,19,5,1,1,24,20,2,2,0,74,RIS_1
82,170,3,107,28,0,0,100,-7,7,8,52,4,42,9,2,1,3,58,2,1,0,77,RIS_1
84,73,4,28,22,0,0,100,-7,7,8,24,3,39,-7,1,1,-9,91,8,2,0,47,RIS_1
71,244,9,77,62,0,0,96,20,6,4,27,2,36,3,0,1,58,-8,2,2,2,86,RIS_0
89,151,9,112,47,0,0,100,-7,7,8,4,8,46,-7,1,3,37,91,11,2,0,77,RIS_1
81,69,9,88,57,0,0,97,21,6,6,35,4,44,0,3,0,38,69,6,2,2,68,RIS_0
81,153,29,75,44,0,0,100,-7,7,8,24,3,31,10,1,1,13,56,4,2,1,60,RIS_1
60,133,3,29,18,1,0,85,4,6,3,16,0,56,0,0,0,3,-8,2,1,0,100,RIS_0
72,172,3,57,58,4,0,74,67,3,6,21,0,17,0,3,6,49,56,11,4,0,75,RIS_0
70,324,22,105,22,2,4,92,2,6,6,16,1,35,-7,0,0,14,-7,3,1,1,99,RIS_0
83,257,11,73,25,0,0,97,-8,7,6,39,4,78,5,2,0,16,47,2,3,0,73,RIS_1
61,7,18,87,8,0,0,49,2,6,5,10,0,70,0,0,0,-3,-8,1,2,1,100,RIS_0
72,128,20,44,20,2,1,97,21,6,3,31,0,46,13,3,0,72,73,9,1,1,65,RIS_0
90,168,10,41,23,0,0,100,-7,7,8,23,4,29,8,1,1,1,59,2,2,0,77,RIS_1
79,227,36,48,17,0,0,100,-7,7,8,17,4,41,-8,2,1,0,68,2,3,0,71,RIS_1
60,173,7,28,12,2,0,100,34,4,6,0,0,45,-7,0,0,45,-8,1,2,1,70,RIS_0
88,140,2,92,24,0,0,100,-7,7,8,18,3,42,1,2,1,44,81,2,2,4,73,RIS_0
66,350,5,70,30,0,0,95,2,4,3,29,1,18,8,0,2,8,76,4,5,1,78,RIS_1
60,181,5,115,42,0,0,93,19,3,3,42,2,33,0,0,0,2,91,1,2,1,53,RIS_1
73,200,5,120,35,0,0,89,-7,7,6,21,3,34,3,0,1,34,-8,5,2,0,75,RIS_1
88,139,5,50,17,0,0,100,-7,7,6,6,4,71,2,4,1,28,15,2,2,0,75,RIS_1
71,262,5,88,17,1,0,90,9,4,5,16,1,24,0,0,3,9,-6,9,1,1,85,RIS_0
59,147,14,65,53,2,1,91,1,4,6,6,4,57,0,0,0,65,57,4,4,1,76,RIS_0
60,219,9,113,26,0,0,96,18,4,6,50,3,31,1,1,3,42,-8,3,4,1,71,RIS_1
66,72,12,117,12,1,2,88,3,6,6,6,2,18,8,6,6,6,-8,1,1,-8,100,RIS_0
65,85,11,37,54,1,1,77,3,0,5,17,1,55,0,0,0,14,-8,2,1,1,77,RIS_0
76,247,5,89,39,0,0,100,17,6,6,20,3,34,-8,0,3,15,90,7,2,1,80,RIS_1
89,259,0,76,47,0,0,100,-7,7,8,33,3,30,0,2,1,19,-7,4,2,0,91,RIS_1
83,252,3,98,7,1,4,76,9,6,5,19,0,33,0,0,3,33,-8,1,2,1,68,RIS_1
