ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
74,64,1,31,13,0,0,100,-7,7,6,17,3,49,0,1,1,7,85,2,2,0,63,RIS_0
85,-4,6,3,3,0,0,100,-7,7,8,1,1,7,0,1,1,-2,-8,0,1,0,45,RIS_1
58,130,11,87,9,1,0,57,2,4,5,14,1,45,0,0,0,79,76,3,2,1,95,RIS_0
74,405,3,88,28,0,0,100,-7,7,8,52,3,-1,0,1,1,11,-9,10,-8,1,48,RIS_1
54,144,5,81,29,1,0,88,1,4,5,44,2,60,0,0,0,51,69,5,4,1,86,RIS_0
76,142,6,79,36,0,0,94,-7,6,6,69,1,65,0,0,0,53,82,6,11,2,88,RIS_0
72,289,14,73,30,1,1,86,5,4,5,43,0,35,9,0,0,-1,66,3,3,0,54,RIS_1
74,174,16,85,14,0,0,92,10,4,6,21,1,21,0,0,0,6,-9,0,1,0,33,RIS_0
74,122,3,50,38,0,0,100,-7,7,8,36,6,35,0,2,2,32,92,5,3,1,42,RIS_1
64,102,13,62,10,0,0,94,51,6,6,9,1,19,0,0,0,64,-9,3,1,1,77,RIS_0
64,61,14,73,4,0,0,92,-7,6,6,9,1,49,0,2,1,100,-9,3,1,1,99,RIS_0
73,572,2,100,70,1,0,96,14,6,6,54,2,17,0,4,4,13,42,8,3,1,52,RIS_1
59,150,17,85,17,7,2,78,4,4,2,25,0,84,0,2,2,69,66,2,5,1,100,RIS_0
88,410,8,147,34,0,0,97,-6,6,7,59,1,14,0,1,1,6,-7,2,1,0,29,RIS_1
79,194,1,68,15,0,0,100,-7,7,8,19,3,12,0,3,3,16,-6,2,1,0,38,RIS_1
53,404,2,95,44,1,1,88,1,4,2,49,2,36,0,8,4,65,91,9,3,1,70,RIS_0
77,213,3,66,40,0,0,96,11,4,6,76,3,30,11,0,0,12,96,6,3,0,41,RIS_1
81,221,8,99,17,1,1,93,65,6,2,23,1,49,0,1,1,3,96,1,2,0,66,RIS_1
78,283,18,116,32,0,0,97,78,6,6,33,0,25,7,0,0,13,32,5,3,0,42,RIS_1
60,64,4,56,18,0,0,93,3,4,6,29,4,34,0,4,3,106,94,9,3,4,86,RIS_0
72,174,3,71,40,0,0,100,-7,7,8,38,5,39,0,3,3,10,71,5,5,1,56,RIS_1
78,564,16,111,32,0,0,100,-7,6,8,29,1,-4,0,0,0,31,-9,12,-8,4,39,RIS_1
82,93,9,36,13,0,0,100,-7,7,8,23,2,55,0,1,1,54,74,1,5,0,84,RIS_0
87,97,44,134,4,1,0,93,83,6,5,1,0,17,0,0,0,4,-9,0,1,0,100,RIS_1
65,155,19,28,9,0,0,88,-7,6,6,25,1,46,0,0,0,38,76,1,2,0,99,RIS_0
67,28,6,19,5,1,1,92,-7,6,8,5,1,6,0,1,1,34,-9,3,-8,1,100,RIS_0
60,104,3,0,12,0,0,100,-6,7,8,14,6,2,0,4,4,89,-7,10,1,5,85,RIS_0
87,152,9,94,21,0,0,100,-7,7,8,23,1,34,21,0,0,-2,-8,2,2,0,45,RIS_1
78,274,14,89,26,0,0,100,-7,7,8,30,0,63,0,0,0,41,75,3,4,0,91,RIS_1
79,131,0,53,25,0,0,100,-7,7,8,28,3,46,0,1,1,1,96,2,3,0,52,RIS_1
86,410,22,155,12,1,1,91,45,6,2,8,0,12,-8,0,0,1,-9,1,1,0,42,RIS_1
92,176,3,85,7,0,0,100,-7,7,8,16,0,16,0,1,1,31,-8,1,1,0,32,RIS_0
60,119,5,60,24,0,0,95,2,4,6,21,3,69,0,0,0,104,76,6,4,2,87,RIS_0
61,149,7,70,17,0,0,95,-7,6,6,18,1,59,0,0,0,91,98,5,2,2,86,RIS_0
58,118,2,49,21,2,2,90,26,6,2,26,3,53,0,3,3,98,81,5,4,3,98,RIS_0
63,49,3,60,12,2,2,91,-7,6,8,8,3,45,0,4,3,98,96,2,4,1,100,RIS_0
83,142,3,74,12,1,1,100,-7,7,8,18,2,16,0,1,1,13,-8,2,1,0,65,RIS_1
74,164,3,56,19,0,0,95,69,6,6,25,3,39,0,3,3,49,80,4,4,2,90,RIS_0
74,161,1,80,45,0,0,97,-7,6,6,61,3,52,0,5,5,53,80,5,4,1,71,RIS_0
85,3,2,26,8,0,0,100,-7,7,8,2,1,15,0,5,5,23,-6,0,1,0,46,RIS_0
68,50,3,53,7,1,0,93,83,6,5,14,1,66,0,3,2,-2,94,1,2,-8,100,RIS_0
77,356,0,105,24,0,0,96,4,4,6,33,1,19,0,4,4,-2,-7,3,2,0,35,RIS_1
77,8,1,8,4,0,0,100,-6,7,8,3,4,43,0,2,2,7,93,0,2,0,59,RIS_0
59,139,10,75,14,0,0,83,2,4,6,16,1,58,0,2,2,81,81,3,3,1,100,RIS_0
74,125,2,56,34,0,0,100,-7,7,8,36,5,46,0,4,4,48,73,5,5,2,88,RIS_0
62,170,7,81,23,1,1,82,1,4,2,19,1,43,0,0,0,42,87,5,3,1,86,RIS_0
66,206,8,46,17,0,0,89,2,4,6,26,1,58,0,1,1,47,71,2,3,1,87,RIS_0
70,160,1,76,35,0,0,97,15,6,6,58,6,12,0,2,2,9,96,5,3,1,23,RIS_1
69,218,13,75,38,0,0,100,-7,7,8,28,1,15,0,1,1,38,-9,5,1,2,34,RIS_0
73,-9,48,115,3,0,0,100,-7,7,8,7,0,3,0,1,1,3,-8,1,1,-8,99,RIS_0
80,124,8,73,43,0,0,100,-8,7,8,45,1,67,0,2,2,90,73,8,4,3,92,RIS_0
83,362,9,92,29,0,0,100,-7,7,8,17,0,21,0,0,0,3,72,3,2,0,44,RIS_1
79,257,9,83,29,0,0,100,-7,6,8,37,1,41,0,2,2,25,12,5,3,0,70,RIS_1
90,158,9,87,9,0,0,90,-7,6,6,10,1,48,0,2,1,1,-9,0,1,0,6,RIS_0
69,308,7,100,36,0,0,95,24,6,6,54,1,26,0,1,0,90,57,7,4,3,91,RIS_0
66,83,64,86,4,1,0,64,19,6,5,2,0,62,0,1,0,-9,-7,1,1,-8,100,RIS_0
69,223,5,65,19,1,1,92,18,6,2,13,1,37,0,2,2,4,90,0,2,0,78,RIS_0
67,202,2,106,21,0,0,95,19,6,6,25,2,9,0,2,2,46,-9,7,1,2,72,RIS_0
91,161,8,77,17,0,0,100,-7,6,8,20,2,22,0,0,0,5,-8,1,1,0,47,RIS_1
76,162,8,84,12,0,0,100,-7,7,8,20,1,49,0,1,1,28,80,2,4,0,76,RIS_1
73,153,3,91,18,0,0,92,10,6,6,26,1,46,0,3,3,16,81,2,4,0,77,RIS_0
74,163,3,76,33,0,0,97,11,4,6,28,3,45,0,1,1,11,92,2,3,0,43,RIS_1
68,141,2,74,41,0,0,96,74,6,6,43,6,39,0,1,1,20,93,5,5,1,69,RIS_1
79,326,10,92,19,0,0,100,-7,7,8,26,0,49,17,0,0,48,70,3,4,1,85,RIS_1
77,201,1,75,21,0,0,100,-7,7,8,45,2,34,0,1,1,31,87,5,3,0,74,RIS_1
65,44,1,18,15,1,1,100,-7,6,8,12,4,47,0,2,2,32,87,2,2,0,70,RIS_0
57,178,6,66,24,2,2,91,8,6,5,27,1,49,0,2,2,97,77,8,4,3,86,RIS_0
73,453,2,119,47,0,0,100,-7,7,8,48,3,20,15,0,0,15,93,8,3,1,54,RIS_1
83,205,4,91,21,0,0,100,-7,7,8,22,1,18,19,0,0,38,-8,5,1,1,35,RIS_1
57,230,3,75,13,4,1,80,5,6,2,15,1,66,0,2,2,54,73,3,3,1,82,RIS_0
84,180,8,93,23,0,0,100,-7,7,8,31,1,21,0,1,1,5,69,2,2,0,34,RIS_1
75,203,4,72,32,0,0,100,-7,6,7,37,2,43,16,0,0,5,60,6,4,1,55,RIS_1
71,52,10,15,5,0,0,100,-8,7,8,3,1,43,0,0,0,85,86,2,2,1,100,RIS_0
60,176,15,62,9,2,2,65,19,6,5,5,0,100,0,0,0,-2,-9,0,1,-8,100,RIS_0
85,185,1,87,20,0,0,100,-8,7,8,26,2,26,0,4,2,0,86,3,2,0,50,RIS_1
83,166,9,88,25,0,0,100,-7,7,8,29,1,45,0,0,0,34,85,5,4,1,85,RIS_1
77,103,16,104,8,1,0,91,68,6,5,19,1,49,18,0,0,1,-8,1,2,0,46,RIS_1
59,195,8,71,16,4,4,63,6,0,2,13,1,54,0,0,0,70,89,1,4,0,99,RIS_0
84,84,14,84,15,0,0,100,-7,7,8,-7,0,63,0,3,3,15,74,1,2,0,100,RIS_1
72,152,4,94,7,1,1,90,14,6,6,18,1,16,0,0,0,51,-6,5,1,1,82,RIS_0
65,54,10,46,3,2,1,73,35,6,5,-4,0,96,0,1,1,6,62,1,2,-8,100,RIS_0
67,198,12,78,8,2,2,93,80,6,5,5,0,21,-8,0,0,7,-8,2,1,0,53,RIS_1
62,211,3,53,23,0,0,100,-7,6,8,27,6,35,0,5,4,39,96,6,3,1,63,RIS_0
67,199,7,86,19,1,1,100,-7,7,8,11,1,27,0,1,1,81,73,5,2,3,100,RIS_0
65,239,13,66,16,1,1,84,7,4,5,18,1,11,0,1,1,41,-8,3,1,0,36,RIS_0
86,435,2,102,21,0,0,100,-7,7,8,31,2,14,0,1,1,2,-9,3,1,0,11,RIS_1
78,-1,4,39,8,0,0,100,-7,7,8,6,3,20,0,2,2,41,-7,3,1,0,80,RIS_1
70,57,8,40,15,0,0,96,-7,6,6,12,1,39,0,2,2,9,92,1,3,0,66,RIS_0
83,168,2,51,45,0,0,100,-7,7,8,45,2,46,0,1,1,39,65,5,5,1,69,RIS_1
72,110,3,26,15,0,0,100,-7,6,8,12,2,48,0,4,4,27,102,1,2,0,100,RIS_0
82,151,9,67,17,0,0,100,-7,7,8,15,1,35,0,0,0,24,93,2,2,0,64,RIS_0
87,148,5,111,30,0,0,100,-7,7,8,39,1,57,5,0,0,0,64,2,4,0,63,RIS_1
59,81,11,75,3,2,1,63,30,6,2,4,1,60,0,2,2,0,-9,-7,1,-8,99,RIS_0
64,358,5,93,32,0,0,96,34,6,6,28,1,16,0,3,3,66,-6,9,1,3,69,RIS_0
80,163,1,64,31,0,0,100,-7,7,8,30,3,22,0,1,1,20,91,4,2,0,53,RIS_1
86,194,2,62,30,0,0,95,-7,6,6,48,6,46,0,2,2,1,92,2,4,0,33,RIS_1
62,165,3,31,18,0,0,94,-7,6,8,28,2,13,0,2,2,70,-9,9,1,4,93,RIS_0
65,4,0,30,4,0,0,100,-7,7,8,-5,2,50,0,4,3,89,85,2,2,1,98,RIS_0
78,268,0,89,36,0,0,100,-6,7,8,60,6,16,0,2,2,15,96,5,2,0,25,RIS_1
82,431,12,101,24,0,0,100,-7,7,8,51,0,18,0,2,2,7,-9,3,1,0,27,RIS_1
67,6,8,35,8,0,0,100,-7,7,8,4,1,17,0,1,1,98,-9,6,1,4,98,RIS_0
69,525,12,94,32,1,0,95,2,4,5,29,1,10,0,1,1,4,33,4,2,0,19,RIS_1
73,184,20,203,12,0,0,100,-7,7,8,1,0,2,0,3,3,87,-9,2,1,1,100,RIS_0
76,202,11,95,20,0,0,100,-7,7,8,23,1,21,0,0,0,1,-8,3,2,0,69,RIS_1
58,60,17,-1,2,0,0,55,7,6,6,3,0,92,0,0,0,3,61,-9,2,-8,100,RIS_0
73,185,7,96,16,0,0,94,4,4,6,11,0,59,0,1,1,50,78,3,2,1,84,RIS_0
72,175,25,108,21,1,0,93,21,6,6,18,0,42,20,0,0,79,39,3,4,1,100,RIS_1
79,434,14,102,25,0,0,100,-7,7,8,24,0,19,0,2,2,14,-9,6,1,0,29,RIS_1
80,221,3,87,25,0,0,100,-7,7,8,25,1,36,0,2,2,4,81,1,3,0,70,RIS_1
77,380,3,129,18,0,0,100,-7,6,8,22,2,15,0,2,2,2,-7,3,1,0,52,RIS_1
65,96,4,49,20,0,0,100,-7,7,8,15,1,11,0,2,2,90,-8,5,1,4,75,RIS_0
64,69,6,55,12,0,0,92,48,6,6,21,1,16,0,1,1,61,-8,4,1,1,100,RIS_0
77,129,5,103,25,0,0,96,53,6,6,21,1,9,0,1,1,0,-9,1,2,0,33,RIS_1
94,283,7,169,16,1,1,100,-7,6,8,11,1,20,-8,0,0,1,-6,2,1,0,45,RIS_1
62,146,2,69,36,1,0,96,3,4,6,47,3,36,0,2,2,7,91,3,5,0,29,RIS_0
66,75,1,6,21,0,0,100,-7,7,8,12,1,50,0,4,4,50,-8,3,1,1,76,RIS_0
80,147,14,89,8,0,0,95,57,6,6,0,0,35,0,3,2,-6,-9,1,-8,-8,3,RIS_0
90,216,7,88,25,0,0,100,-6,6,8,22,1,43,0,1,1,-1,80,1,4,0,50,RIS_1
62,298,5,68,57,0,0,95,13,6,6,48,1,41,0,1,1,60,74,9,5,3,90,RIS_0
70,79,5,38,12,1,0,91,74,6,5,9,1,51,17,0,0,92,84,2,3,1,99,RIS_0
64,154,12,101,7,1,1,78,74,6,2,10,0,-9,0,4,2,48,-7,3,1,1,19,RIS_0
70,429,2,83,44,0,0,95,-7,6,7,57,3,16,0,1,1,17,-8,8,1,0,38,RIS_1
73,359,11,125,11,3,2,59,8,1,2,18,0,25,0,1,1,4,-7,1,1,0,39,RIS_1
56,166,6,92,28,2,1,85,4,2,2,36,2,16,0,1,1,41,-7,6,2,1,66,RIS_0
71,-9,5,46,1,1,1,100,-7,6,8,6,1,5,0,1,1,4,-7,1,1,-8,15,RIS_0
53,67,4,54,13,0,0,77,2,4,6,15,1,15,0,0,0,97,-7,5,1,3,91,RIS_0
74,395,1,95,35,0,0,95,11,6,6,40,7,19,1,4,8,8,-7,8,1,1,34,RIS_0
57,107,5,59,17,1,1,85,4,6,2,19,1,52,0,1,1,76,76,6,4,2,82,RIS_0
68,201,4,61,38,0,0,100,-7,7,8,35,4,19,0,2,2,53,-9,8,1,3,57,RIS_0
68,-6,19,56,6,1,0,92,73,6,6,11,1,56,0,0,0,87,84,2,2,1,100,RIS_0
72,195,13,96,11,0,0,100,-8,7,8,16,1,52,0,0,0,72,78,3,2,1,100,RIS_1
77,230,1,68,41,0,0,96,2,4,6,40,4,16,0,2,2,10,85,5,2,0,26,RIS_1
59,172,6,88,23,0,0,94,22,6,6,22,0,47,0,2,2,80,83,5,3,2,90,RIS_0
85,199,-1,89,19,0,0,100,-7,6,8,21,3,13,0,4,4,-2,-7,2,1,0,36,RIS_1
63,-9,3,27,9,1,1,100,-7,7,8,-2,1,63,0,5,5,23,-9,1,1,-8,99,RIS_0
65,145,6,59,24,0,0,92,3,4,6,21,2,78,0,0,0,-2,60,1,4,0,87,RIS_0
62,151,3,68,18,4,2,82,1,0,2,21,3,54,0,4,4,78,68,5,4,2,90,RIS_0
71,449,10,113,57,0,0,94,26,6,6,73,1,37,0,2,2,20,64,6,3,1,32,RIS_1
58,104,7,98,2,4,1,75,19,6,2,12,0,57,0,5,4,102,-7,3,1,1,100,RIS_0
83,267,3,105,26,0,0,100,-7,7,8,68,3,20,13,0,0,12,-8,5,1,0,28,RIS_1
61,165,2,63,47,2,0,96,20,6,6,30,3,49,0,9,9,92,74,8,16,3,91,RIS_0
72,49,3,64,21,0,0,100,-7,7,8,27,1,29,0,0,0,96,-7,5,1,3,80,RIS_0
71,228,2,41,21,1,0,96,59,6,6,27,4,42,0,2,2,1,106,1,4,0,49,RIS_1
54,131,9,36,5,0,0,100,-7,7,8,-1,0,15,0,0,0,89,-8,4,1,3,100,RIS_0
84,167,17,101,11,0,0,100,-7,7,8,15,1,63,-8,0,0,23,75,2,2,0,90,RIS_1
62,200,3,70,13,6,2,63,6,0,2,16,1,38,0,4,4,5,-8,1,1,0,50,RIS_0
57,177,10,65,21,1,0,79,3,4,5,23,1,50,0,2,2,99,85,8,4,3,93,RIS_0
78,309,1,96,51,1,0,95,15,6,6,77,2,8,0,1,1,13,-8,8,1,0,34,RIS_1
70,44,9,75,22,0,0,100,-7,7,8,18,1,56,0,0,0,103,66,5,4,3,100,RIS_0
75,90,6,70,9,1,0,100,-7,6,8,17,2,16,12,0,0,37,-6,4,1,1,74,RIS_0
79,186,3,60,40,0,0,100,-7,7,8,40,6,43,0,6,8,2,91,3,9,0,56,RIS_1
75,125,3,58,25,0,0,100,-7,7,8,27,1,18,0,0,0,7,-9,2,2,1,48,RIS_0
71,112,6,11,2,0,0,100,-7,7,8,4,1,60,0,3,3,13,-9,1,1,-8,100,RIS_0
62,153,3,93,18,3,2,78,4,1,2,43,1,12,0,1,1,6,98,2,2,0,58,RIS_1
68,100,6,89,5,1,1,79,9,6,2,13,0,17,0,2,2,59,-8,1,1,0,61,RIS_0
87,158,2,80,26,0,0,96,-7,6,6,29,3,13,0,2,2,2,-8,2,2,0,37,RIS_1
50,360,4,91,36,1,1,95,1,4,5,75,1,13,0,4,4,31,62,9,3,1,33,RIS_0
71,371,21,85,28,1,0,92,1,4,6,18,0,24,0,2,2,15,-8,3,1,0,45,RIS_0
73,189,2,66,36,1,1,96,29,6,2,29,3,49,0,2,2,17,96,6,4,0,70,RIS_1
82,279,11,98,38,0,0,97,-7,6,6,25,0,12,0,1,1,19,42,5,2,0,28,RIS_1
85,137,11,91,14,1,1,100,-7,6,8,13,1,40,0,1,1,-2,-6,1,1,0,30,RIS_1
58,143,17,88,13,1,0,93,15,6,6,14,0,16,0,4,4,92,-9,6,1,2,69,RIS_0
81,130,3,54,32,0,0,97,-7,6,7,43,3,41,0,0,0,6,77,3,5,0,67,RIS_1
67,98,1,66,21,0,0,93,5,4,6,30,3,23,0,1,1,45,-9,5,2,2,52,RIS_0
82,162,13,92,8,0,0,85,22,6,6,11,0,20,0,0,0,4,-9,1,1,0,-8,RIS_1
84,293,19,111,25,0,0,100,-7,7,8,19,0,33,-8,0,0,1,-9,3,2,0,42,RIS_1
69,111,8,99,25,0,1,100,-7,7,8,23,0,43,0,4,4,87,67,6,2,2,87,RIS_0
57,132,4,71,33,2,1,94,62,6,2,35,4,58,0,9,9,94,84,7,5,3,91,RIS_0
50,251,4,110,23,4,2,78,5,0,2,35,1,28,0,1,1,89,72,8,4,4,84,RIS_0
87,32,12,63,5,0,0,100,-7,7,8,7,0,57,17,0,0,19,-8,2,1,0,100,RIS_1
70,227,11,100,34,0,0,96,1,4,6,25,1,28,0,2,2,43,77,5,3,1,63,RIS_0
70,74,10,65,10,0,0,100,-8,7,8,7,1,42,0,1,1,62,90,3,4,1,83,RIS_0
